,code,filmo,movie_code,average_audience
5743,10063566,빅 히어로,20149951,42236
5762,20221844,비치하트애솔,20143753,0
5824,10090096,허삼관,20131262,169935
5853,10031127,7번째 아들,20142561,203583
5755,10016538,아메리칸 셰프,20140609,2267450
5810,10046686,리틀 포레스트: 여름과 가을,20145203,6931
5780,20178260,레디액션 청춘,20148619,23052
5763,20223844,비치하트애솔,20143753,0
5799,20163223,미쓰GO,20113532,10141
5857,20111526,기술자들,20149265,3390000
5724,20220913,어우동: 주인 없는 꽃,20149298,0
5734,20224034,어우동: 주인 없는 꽃,20149298,0
5858,10066791,기술자들,20149265,1858046
5816,10035832,허삼관,20131262,2038612
5894,10078687,존 윅,20143253,466595
5905,10005410,쎄시봉,20148188,1935552
5866,20153738,기술자들,20149265,0
5774,10010368,박물관이 살아있다 : 비밀의 무덤,20143541,1717628
5812,10087280,허삼관,20131262,1894191
5800,20182074,미쓰GO,20113532,0
5830,20223873,허삼관,20131262,0
5759,20142388,비치하트애솔,20143753,0
5770,10063289,캐빈 인 더 우즈,20126566,0
5851,10064638,7번째 아들,20142561,269432
5781,10007541,레디액션 청춘,20148619,0
5818,10004995,허삼관,20131262,493144
5893,10050495,엑스 마키나,20145521,802501
5849,20163848,아부의 왕,20124055,9439
5826,20218389,허삼관,20131262,0
5864,20149869,기술자들,20149265,0
5783,20208706,레디액션 청춘,20148619,1744585
5765,20111089,비치하트애솔,20143753,12209
5888,10045649,마미,20141621,5693
5889,10051209,마미,20141621,0
5840,20128729,아부의 왕,20124055,75069
5848,10090114,아부의 왕,20124055,1026
5771,10020235,캐빈 인 더 우즈,20126566,194532
5809,10076403,리틀 포레스트: 여름과 가을,20145203,60476
5829,20186686,허삼관,20131262,0
5761,20172725,비치하트애솔,20143753,0
5837,10004577,아부의 왕,20124055,1270120
5856,10001779,기술자들,20149265,1661134
5825,20123425,허삼관,20131262,0
5729,20162114,어우동: 주인 없는 꽃,20149298,0
5758,20151650,비치하트애솔,20143753,677
5787,20174743,부니 베어: 롤라 구출 대모험,20143565,90964
5901,10070417,쎄시봉,20148188,1445079
5730,20181108,어우동: 주인 없는 꽃,20149298,175
5867,10054514,기술자들,20149265,0
5896,10053013,존 윅,20143253,262436
5791,10035832,미쓰GO,20113532,2113713
5836,10035832,아부의 왕,20124055,2119703
5793,10001779,미쓰GO,20113532,1800610
5795,10004305,미쓰GO,20113532,1140647
5841,20111927,아부의 왕,20124055,0
5852,10069498,7번째 아들,20142561,257215
5890,20179278,마미,20141621,7417
5817,10054755,허삼관,20131262,639054
5884,10060947,언브로큰,20149948,11886
5827,20218896,허삼관,20131262,0
5819,10061699,허삼관,20131262,3026552
5928,20197806,괴테스쿨의 사고뭉치들,20149699,0
5875,20144380,기술자들,20149265,0
5887,10031593,언브로큰,20149948,3507930
5803,20236946,미쓰GO,20113532,8897
5839,20112263,아부의 왕,20124055,146602
5739,10010374,오즈의 마법사: 돌아온 도로시,20155881,156143
5776,10031191,박물관이 살아있다 : 비밀의 무덤,20143541,649856
5892,20166160,엑스 마키나,20145521,330537
5738,10090796,오즈의 마법사: 돌아온 도로시,20155881,105407
5860,10065609,기술자들,20149265,1185625
5745,10062523,빅 히어로,20149951,97342
5881,10030708,이미테이션 게임,20141962,1061649
5855,10005030,기술자들,20149265,247674
5873,10072825,기술자들,20149265,0
5897,10005276,쎄시봉,20148188,2969082
5872,20195470,기술자들,20149265,0
5859,10058796,기술자들,20149265,1989352
5929,10073428,괴테스쿨의 사고뭉치들,20149699,2221
5880,20128750,나의 사적인 여자친구,20143921,416
5982,10008123,타임 패러독스,20144481,77044
5937,10077997,클라우즈 오브 실스마리아,20142964,607878
5906,20218228,쎄시봉,20148188,0
5997,20111884,꿈보다 해몽,20141612,424570
5933,10077075,마다가스카의 펭귄,20149859,0
5958,10037240,지옥화,20111911,0
5939,20129054,설마 그럴리가 없어,20126624,0
5977,20234546,상의원,20147176,0
5984,10025792,숲속으로,20143422,335210
5955,20186239,지옥화,20111911,0
5945,20204042,악사들,20148620,0
5941,20127964,설마 그럴리가 없어,20126624,0
5976,10005532,상의원,20147176,270148
5913,20156740,쎄시봉,20148188,0
5876,10027457,도라에몽 : 스탠 바이 미,20144322,186928
5996,20067819,꿈보다 해몽,20141612,116782
5953,20113882,지옥화,20111911,2343
5962,10090077,서유기 : 모험의 시작,20144881,54
5980,10005691,상의원,20147176,46239
5885,20181781,언브로큰,20149948,1369554
5963,20262849,상의원,20147176,0
5970,20067092,상의원,20147176,0
5998,20115331,노엘의 선물,20144701,20766
5895,20128630,존 윅,20143253,1855917
5999,10037682,노엘의 선물,20144701,0
5973,20209686,상의원,20147176,181136
5968,20159507,상의원,20147176,0
5966,10028892,상의원,20147176,3004785
5981,10047462,타임 패러독스,20144481,116720
5904,20203246,쎄시봉,20148188,111575
5989,10077251,숲속으로,20143422,809523
5934,10077453,마다가스카의 펭귄,20149859,0
5993,10057698,꿈보다 해몽,20141612,2687369
5947,10031169,패딩턴,20144523,356767
5994,20217606,꿈보다 해몽,20141612,820
5910,20180258,쎄시봉,20148188,0
5909,20219413,쎄시봉,20148188,0
5983,10033903,타임 패러독스,20144481,56275
5938,20112356,클라우즈 오브 실스마리아,20142964,85250
5950,10059538,제인 구달,20111409,0
5960,10035350,서유기 : 모험의 시작,20144881,113820
5919,20112011,쎄시봉,20148188,2936
5935,10075911,마다가스카의 펭귄,20149859,60048
5995,20158613,꿈보다 해몽,20141612,0
5924,10043631,쎄시봉,20148188,901356
5883,10025110,이미테이션 게임,20141962,122514
5961,20182357,서유기 : 모험의 시작,20144881,6343
5967,20111976,상의원,20147176,641916
5917,20221674,쎄시봉,20148188,0
5956,20111446,지옥화,20111911,188
5936,10069604,클라우즈 오브 실스마리아,20142964,65385
5979,20111744,상의원,20147176,77801
5942,10065915,설마 그럴리가 없어,20126624,0
6000,10048541,오마르,20145259,0
5992,10000476,꿈보다 해몽,20141612,0
5975,20145277,상의원,20147176,0
5899,10087820,쎄시봉,20148188,2397385
5891,20181781,엑스 마키나,20145521,1405305
5921,10055631,쎄시봉,20148188,0
5952,10085363,제인 구달,20111409,169382
5943,20182016,설마 그럴리가 없어,20126624,0
5964,10087518,상의원,20147176,1513882
5900,10006537,쎄시봉,20148188,347346
5990,10053981,꿈보다 해몽,20141612,773501
5932,10080866,마다가스카의 펭귄,20149859,0
5908,20218665,쎄시봉,20148188,0
5971,20166881,상의원,20147176,0
5903,20111688,쎄시봉,20148188,1932248
5946,10008581,패딩턴,20144523,250424
5926,20235226,쎄시봉,20148188,0
5918,20221861,쎄시봉,20148188,0
5930,10030708,마다가스카의 펭귄,20149859,1067163
5925,10055086,쎄시봉,20148188,93151
5922,20147107,쎄시봉,20148188,13360
5920,20180627,쎄시봉,20148188,0
5951,10043730,제인 구달,20111409,1315212
5940,20129055,설마 그럴리가 없어,20126624,0
5923,20195896,쎄시봉,20148188,0
5986,10048445,숲속으로,20143422,617168
5972,10028660,상의원,20147176,293312
5987,10064321,숲속으로,20143422,1182889
5959,20113303,지옥화,20111911,461553
5931,10067815,마다가스카의 펭귄,20149859,828459
5988,10042927,숲속으로,20143422,130206
5985,10065531,숲속으로,20143422,845379
5916,20209686,쎄시봉,20148188,181136
5949,10034930,패딩턴,20144523,85579
5991,10040291,꿈보다 해몽,20141612,2106
5907,20112852,쎄시봉,20148188,0
5902,10060624,쎄시봉,20148188,272424
5965,10001656,상의원,20147176,1399793
5978,10072934,상의원,20147176,1085
5948,10090808,패딩턴,20144523,246
5915,10037077,쎄시봉,20148188,0
5927,10002548,쎄시봉,20148188,63221
5911,20220290,쎄시봉,20148188,0
5912,20156740,쎄시봉,20148188,0
5914,20183542,쎄시봉,20148188,0
5957,20135200,지옥화,20111911,0
5882,10078551,이미테이션 게임,20141962,456182
5969,20197407,상의원,20147176,0
5954,10071137,지옥화,20111911,0
5974,20136191,상의원,20147176,1134568
5944,20203671,악사들,20148620,0
6018,10001011,와일드,20145021,0
6001,10082193,오마르,20145259,0
6020,10073877,폭풍의 언덕,20126506,1736120
6030,20215606,강남 1970,20136888,1690
6025,20205026,최강전사 미니특공대 : 새로운 악당의 습격,20156441,125156
6021,20120801,폭풍의 언덕,20126506,0
6059,20220093,강남 1970,20136888,0
6047,20217883,강남 1970,20136888,0
6006,10035350,서유기 : 모험의 시작,20144881,113820
6013,10066254,유아 낫 유,20144323,1188860
6061,20124103,강남 1970,20136888,0
6044,20217743,강남 1970,20136888,0
6080,10014740,워터 디바이너,20144102,792254
6019,10015972,와일드,20145021,277921
6102,10089161,몽골리안 프린세스,20155926,0
6090,10088048,"웰컴, 삼바",20144183,36
6024,10047326,최강전사 미니특공대 : 새로운 악당의 습격,20156441,100100
6002,10076631,킹스맨 : 시크릿 에이전트,20140110,339502
6068,20221909,강남 1970,20136888,0
6063,20220965,강남 1970,20136888,0
6076,20232292,강남 1970,20136888,0
6093,20206927,개: dog eat dog,20143252,0
6091,10004518,개: dog eat dog,20143252,0
6058,20219412,강남 1970,20136888,0
6065,20185879,강남 1970,20136888,0
6152,10041507,더 레이븐,20113821,0
6027,20185376,강남 1970,20136888,651439
6120,20220106,파울볼,20157587,0
6028,10004028,강남 1970,20136888,1093879
6096,20218888,개: dog eat dog,20143252,0
6064,20162367,강남 1970,20136888,0
6011,10091075,유아 낫 유,20144323,217979
6109,20205026,스폰지밥 3D,20149401,82739
6045,20217848,강남 1970,20136888,0
6111,20205108,스폰지밥 3D,20149401,23294
6081,10051089,워터 디바이너,20144102,506511
6127,20224080,파울볼,20157587,0
6166,20167982,모모와 다락방의 수상한 요괴들,20127108,0
6107,10078276,스폰지밥 3D,20149401,434738
6185,20184980,순수의 시대,20136063,0
6012,10048383,유아 낫 유,20144323,630760
6145,10043783,뷰티풀 라이,20157421,0
6131,10018633,제네시스: 세상의 소금,20144961,0
6116,20207146,파울볼,20157587,0
6101,20120321,몽골리안 프린세스,20155926,0
6022,10083943,폭풍의 언덕,20126506,0
6150,10032237,더 레이븐,20113821,210781
6143,10019880,뷰티풀 라이,20157421,288740
6017,10019880,와일드,20145021,284188
6007,20182357,서유기 : 모험의 시작,20144881,6343
6202,10003307,순수의 시대,20136063,349172
6104,20139497,몽골리안 프린세스,20155926,0
6156,10002548,그라운드의 이방인,20134800,75096
6135,10050648,미드나잇 인 파리,20126686,361850
6144,10041180,뷰티풀 라이,20157421,0
6138,10045530,미드나잇 인 파리,20126686,312950
6132,10036147,옐로우버드,20145402,1251
6051,20138293,강남 1970,20136888,0
6083,20124115,바람의 검심 : 교토 대화재편,20145481,2988
6146,10049685,뷰티풀 라이,20157421,0
6149,10046239,더 레이븐,20113821,56
6015,10039193,폭스캐처,20144121,561038
6123,20223746,파울볼,20157587,0
6077,10062279,강남 1970,20136888,2725951
6114,20184490,위플래쉬,20145141,114271
6194,20206046,순수의 시대,20136063,0
6069,10005221,강남 1970,20136888,960618
6092,20203230,개: dog eat dog,20143252,56729
6122,20222228,파울볼,20157587,0
6141,10039749,채피,20156402,914397
6067,20221865,강남 1970,20136888,0
6035,20134082,강남 1970,20136888,1063421
6173,10090714,기생수 파트1,20144621,32423
6073,20180957,강남 1970,20136888,0
6095,20139238,개: dog eat dog,20143252,0
6078,10005820,강남 1970,20136888,529664
6033,20237566,강남 1970,20136888,4836
6154,20190133,그라운드의 이방인,20134800,0
6046,20217863,강남 1970,20136888,0
6200,20149869,순수의 시대,20136063,0
6049,20218301,강남 1970,20136888,0
6129,10036114,제네시스: 세상의 소금,20144961,0
6117,10067353,파울볼,20157587,3264654
6158,20218901,그라운드의 이방인,20134800,0
6042,20196126,강남 1970,20136888,0
6113,10059950,파리 폴리,20143941,4089
6039,10061276,강남 1970,20136888,6879908
6043,20217688,강남 1970,20136888,0
6029,10062279,강남 1970,20136888,2725951
6026,20125887,최강전사 미니특공대 : 새로운 악당의 습격,20156441,372623
6119,20218691,파울볼,20157587,0
6115,10091423,위플래쉬,20145141,1238369
6037,10072269,강남 1970,20136888,0
6189,20180258,순수의 시대,20136063,0
6108,10081033,스폰지밥 3D,20149401,35200
6060,20148952,강남 1970,20136888,0
6075,20224266,강남 1970,20136888,0
6054,20193134,강남 1970,20136888,0
6066,20152252,강남 1970,20136888,0
6085,10050689,해피 해피 와이너리,20156730,112143
6072,20223834,강남 1970,20136888,0
6179,10010158,옐로우버드,20145402,92392
6023,10051171,폭풍의 언덕,20126506,0
6003,10008451,킹스맨 : 시크릿 에이전트,20140110,536278
6118,20218682,파울볼,20157587,0
6089,20115331,"웰컴, 삼바",20144183,11749
6005,10023474,킹스맨 : 시크릿 에이전트,20140110,1033634
6125,20223827,파울볼,20157587,0
6062,20208847,강남 1970,20136888,2591
6137,10015500,미드나잇 인 파리,20126686,738656
6159,10066798,그라운드의 이방인,20134800,0
6099,10033736,제네시스: 세상의 소금,20144961,0
6178,10009990,옐로우버드,20145402,558517
6010,10077744,빅 아이즈,20144507,541897
6031,10053771,강남 1970,20136888,2020050
6134,10010158,옐로우버드,20145402,92392
6163,10055966,모모와 다락방의 수상한 요괴들,20127108,265777
6130,10033736,제네시스: 세상의 소금,20144961,0
6136,10022184,미드나잇 인 파리,20126686,161313
6074,20065702,강남 1970,20136888,0
6016,10024081,폭스캐처,20144121,1243725
6009,10048829,빅 아이즈,20144507,462757
6133,10009990,옐로우버드,20145402,558517
6087,20126651,"웰컴, 삼바",20144183,331934
6070,20223787,강남 1970,20136888,0
6110,20168021,스폰지밥 3D,20149401,1184812
6162,10054082,모모와 다락방의 수상한 요괴들,20127108,137314
6171,10062635,세인트 빈센트,20145085,0
6124,20223746,파울볼,20157587,0
6160,20224093,그라운드의 이방인,20134800,0
6121,20221892,파울볼,20157587,0
6153,20190132,그라운드의 이방인,20134800,0
6103,20207286,몽골리안 프린세스,20155926,0
6184,20218884,순수의 시대,20136063,0
6098,10036114,제네시스: 세상의 소금,20144961,0
6157,20217897,그라운드의 이방인,20134800,0
6176,10042114,기생수 파트1,20144621,15776
6052,20133264,강남 1970,20136888,0
6071,20195618,강남 1970,20136888,0
6079,20203230,강남 1970,20136888,42923
6086,10056315,해피 해피 와이너리,20156730,53892
6112,10057136,파리 폴리,20143941,25588
6050,20110410,강남 1970,20136888,0
6034,10062440,강남 1970,20136888,197678
6041,20237567,강남 1970,20136888,0
6082,20166057,워터 디바이너,20144102,1644186
6088,10035121,"웰컴, 삼바",20144183,17975
6094,20217824,개: dog eat dog,20143252,0
6048,10058618,강남 1970,20136888,0
6004,10034095,킹스맨 : 시크릿 에이전트,20140110,638957
6148,20129264,더 레이븐,20113821,1256750
6139,10090817,채피,20156402,1312275
6100,10018633,제네시스: 세상의 소금,20144961,0
6008,10090077,서유기 : 모험의 시작,20144881,54
6106,10043877,스폰지밥 3D,20149401,173990
6032,20233528,강남 1970,20136888,2421011
6056,20142388,강남 1970,20136888,0
6014,10071622,폭스캐처,20144121,478823
6038,10069842,강남 1970,20136888,185978
6097,20207827,개: dog eat dog,20143252,516
6212,10089534,헬머니,20148841,0
6205,10067494,순수의 시대,20136063,0
6167,10033469,세인트 빈센트,20145085,306836
6228,20221880,헬머니,20148841,0
6195,20139048,순수의 시대,20136063,0
6186,10002426,순수의 시대,20136063,0
6248,10029425,헬머니,20148841,0
6291,10040708,팔로우,20157394,0
6192,20145674,순수의 시대,20136063,0
6234,10056679,헬머니,20148841,64288
6174,10076403,기생수 파트1,20144621,25139
6040,20237586,강남 1970,20136888,0
6241,10062422,헬머니,20148841,237341
6230,20175721,헬머니,20148841,382293
6151,10082789,더 레이븐,20113821,0
6036,10047374,강남 1970,20136888,0
6215,20189250,헬머니,20148841,0
6220,20218999,헬머니,20148841,0
6237,20163006,헬머니,20148841,0
6243,20113258,헬머니,20148841,319685
6198,20181195,순수의 시대,20136063,0
6232,20195609,헬머니,20148841,0
6208,10004748,헬머니,20148841,1664570
6227,20154541,헬머니,20148841,0
6188,20143687,순수의 시대,20136063,628508
6084,10042347,바람의 검심 : 교토 대화재편,20145481,993
6247,10002379,헬머니,20148841,0
6142,10011098,채피,20156402,452978
6140,20113516,채피,20156402,484434
6147,10068370,더 레이븐,20113821,282126
6128,20224081,파울볼,20157587,0
6126,20224075,파울볼,20157587,0
6190,20129749,순수의 시대,20136063,0
6255,10072645,연가시,20124062,124894
6164,20157233,모모와 다락방의 수상한 요괴들,20127108,102392
6177,10036147,옐로우버드,20145402,1251
6204,10026760,순수의 시대,20136063,9525
6253,20125825,연가시,20124062,925203
6196,20127349,순수의 시대,20136063,0
6197,20181069,순수의 시대,20136063,0
6224,20221534,헬머니,20148841,0
6180,10040665,순수의 시대,20136063,1302037
6172,10056315,기생수 파트1,20144621,33621
6105,20163848,몽골리안 프린세스,20155926,9439
6165,20167981,모모와 다락방의 수상한 요괴들,20127108,0
6161,10027362,모모와 다락방의 수상한 요괴들,20127108,0
6193,20221674,순수의 시대,20136063,0
6229,20162926,헬머니,20148841,0
6182,20112044,순수의 시대,20136063,0
6219,20139497,헬머니,20148841,0
6209,10061699,헬머니,20148841,3527277
6201,10072210,순수의 시대,20136063,3106
6187,10035626,순수의 시대,20136063,0
6203,20165044,순수의 시대,20136063,13512
6221,20219869,헬머니,20148841,0
6231,20200455,헬머니,20148841,0
6236,20224231,헬머니,20148841,0
6218,20137066,헬머니,20148841,0
6191,10046994,순수의 시대,20136063,301
6168,20112741,세인트 빈센트,20145085,253707
6251,10026802,연가시,20124062,1601849
6181,10060612,순수의 시대,20136063,817349
6175,10003328,기생수 파트1,20144621,1590
6169,10025976,세인트 빈센트,20145085,1417135
6242,20220846,헬머니,20148841,563823
6235,10056679,헬머니,20148841,64288
6183,20111688,순수의 시대,20136063,2110092
6199,10036828,순수의 시대,20136063,555163
6207,20114821,모스트 바이어런트,20156643,1233774
6206,10050495,모스트 바이어런트,20156643,811001
6170,10079735,세인트 빈센트,20145085,749391
6233,20195894,헬머니,20148841,0
6297,10010611,코블러,20145281,632826
6269,20184057,연가시,20124062,0
6226,20152018,헬머니,20148841,0
6263,20180928,연가시,20124062,0
6264,20181001,연가시,20124062,0
6295,10088048,"웰컴, 삼바",20144183,36
6258,20179618,연가시,20124062,0
6155,20190134,그라운드의 이방인,20134800,0
6261,20180559,연가시,20124062,0
6252,10003957,연가시,20124062,24842
6053,20134379,강남 1970,20136888,0
6265,20181486,연가시,20124062,0
6214,10058149,헬머니,20148841,0
6257,20179545,연가시,20124062,0
6283,20123999,이다,20145462,5498
6284,10063517,그레이의 50가지 그림자,20147613,63252
6281,10049633,버드맨,20144801,1715354
6250,20174822,연가시,20124062,0
6296,10041325,코블러,20145281,301323
6293,10035121,"웰컴, 삼바",20144183,17975
6249,10004060,연가시,20124062,1775140
6213,20158768,헬머니,20148841,0
6282,20112741,버드맨,20144801,249269
6211,10057882,헬머니,20148841,81868
6300,10057917,포커스,20145102,691163
6286,10062692,그레이의 50가지 그림자,20147613,0
6285,10046499,그레이의 50가지 그림자,20147613,68706
6239,20232336,헬머니,20148841,0
6210,10005617,헬머니,20148841,1982835
6240,10029263,헬머니,20148841,12687
6290,10065865,팔로우,20157394,0
6225,20150923,헬머니,20148841,0
6216,10058751,헬머니,20148841,0
6222,20122595,헬머니,20148841,0
6268,20183937,연가시,20124062,0
6272,20185186,연가시,20124062,0
6256,20179098,연가시,20124062,0
6288,10070902,팔로우,20157394,2
6057,20219003,강남 1970,20136888,0
6262,10029028,연가시,20124062,0
6289,10076150,팔로우,20157394,0
6055,20218883,강남 1970,20136888,0
6273,20143746,연가시,20124062,0
6223,20124103,헬머니,20148841,0
6274,20209046,연가시,20124062,0
6276,10065617,연가시,20124062,1534407
6299,10052967,포커스,20145102,989277
6279,10023532,버드맨,20144801,841761
6245,10066710,헬머니,20148841,736
6277,10072695,연가시,20124062,259053
6217,20065114,헬머니,20148841,0
6238,20189746,헬머니,20148841,476665
6260,10004419,연가시,20124062,0
6278,10061228,연가시,20124062,9998
6287,10018906,그레이의 50가지 그림자,20147613,0
6267,20138143,연가시,20124062,0
6270,10040398,연가시,20124062,0
6280,10047666,버드맨,20144801,217652
6271,20138286,연가시,20124062,0
6254,10000736,연가시,20124062,1870171
6275,10037131,연가시,20124062,361348
6292,20126651,"웰컴, 삼바",20144183,331934
6259,10072185,연가시,20124062,0
6266,20134939,연가시,20124062,0
6244,10069842,헬머니,20148841,185978
6294,20115331,"웰컴, 삼바",20144183,11749
6298,10039091,코블러,20145281,457909
6246,20113281,헬머니,20148841,617524
6307,20235327,위대한 유산,20156861,0
6326,20151440,살인의뢰,20148461,0
6309,20127194,살인의뢰,20148461,1751143
6314,10003307,살인의뢰,20148461,349172
6342,20204446,조류인간,20148685,0
6368,10038506,와일드 카드,20156902,1472952
6317,20159515,살인의뢰,20148461,0
6320,20218585,살인의뢰,20148461,0
6303,10052967,포커스,20145102,989277
6302,10062857,포커스,20145102,0
6315,10089534,살인의뢰,20148461,0
6308,10004396,살인의뢰,20148461,2149845
6305,10015946,포커스,20145102,1011562
6323,20183576,살인의뢰,20148461,0
6333,10022867,헤이와이어,20126410,328225
6318,20162166,살인의뢰,20148461,0
6354,10056775,모데카이,20145242,446017
6324,20113417,살인의뢰,20148461,0
6321,20203790,살인의뢰,20148461,0
6316,20111279,살인의뢰,20148461,1718502
6311,20133942,살인의뢰,20148461,1009
6341,10036672,조류인간,20148685,2665
6363,20204234,소셜포비아,20141602,0
6304,10057917,포커스,20145102,691163
6348,20166879,조류인간,20148685,249358
6319,20217848,살인의뢰,20148461,0
6339,10072436,드래곤 블레이드,20156704,57292
6345,20218954,조류인간,20148685,0
6332,10071622,헤이와이어,20126410,476739
6335,10033593,나이트 크롤러,20145103,588181
6327,20162493,살인의뢰,20148461,0
6328,10058786,살인의뢰,20148461,32201
6437,20207906,윈드랜드,20157584,0
6337,10068370,드래곤 블레이드,20156704,286008
6340,20160378,조류인간,20148685,3920
6381,20217824,개: dog eat dog,20143252,0
6386,10028586,유고와 라라: 하늘고래와 구름섬 대모험,20158091,0
6343,20167620,조류인간,20148685,58915
6349,20223890,조류인간,20148685,0
6356,10057434,소셜포비아,20141602,5397
6373,10033796,일분만 더,20156746,0
6479,20163336,약장수,20156321,651439
6432,10002310,백 투 더 비기닝,20156161,0
6415,20234546,스물,20148845,0
6387,10089884,유고와 라라: 하늘고래와 구름섬 대모험,20158091,55886
6486,10013358,신데렐라,20156841,0
6353,10003221,모데카이,20145242,924784
6422,20191157,우주로봇 씨어,20143983,63861
6470,10000837,약장수,20156321,0
6378,10004518,개: dog eat dog,20143252,0
6350,20224177,조류인간,20148685,0
6411,20221677,스물,20148845,0
6499,10070826,아리아,20156963,0
6419,20239407,스물,20148845,45701
6402,10057136,엘리노어 릭비: 그 남자 그 여자,20142884,22962
6371,10010537,위자,20156977,0
6431,10041921,백 투 더 비기닝,20156161,0
6382,20139238,개: dog eat dog,20143252,0
6391,20207907,유고와 라라: 하늘고래와 구름섬 대모험,20158091,24441
6325,20222033,살인의뢰,20148461,0
6334,10063816,나이트 크롤러,20145103,494942
6338,10045530,드래곤 블레이드,20156704,328703
6329,10056775,헤이와이어,20126410,446585
6358,20186049,소셜포비아,20141602,0
6346,10040499,조류인간,20148685,0
6370,10002260,위자,20156977,9736
6360,20111834,소셜포비아,20141602,0
6428,10006581,나쁜 사랑,20157602,67354
6361,20218128,소셜포비아,20141602,0
6472,20139497,약장수,20156321,0
6367,10063676,와일드 카드,20156902,585732
6395,10079069,트레이서,20157001,95
6310,10028773,살인의뢰,20148461,737083
6476,20132757,약장수,20156321,0
6469,20218046,약장수,20156321,0
6474,20221860,약장수,20156321,0
6313,10005383,살인의뢰,20148461,690469
6355,20147110,소셜포비아,20141602,579521
6359,20208626,소셜포비아,20141602,5710190
6306,10062857,포커스,20145102,0
6312,10066926,살인의뢰,20148461,1477625
6330,20128710,헤이와이어,20126410,829361
6362,20186088,소셜포비아,20141602,0
6344,20218030,조류인간,20148685,0
6366,10007518,소셜포비아,20141602,1757444
6376,20179300,엘리제궁의 요리사,20143942,1796
6347,10040499,조류인간,20148685,0
6369,10023279,와일드 카드,20156902,610701
6301,10015946,포커스,20145102,1011562
6379,20203230,개: dog eat dog,20143252,56729
6424,10021835,한 번 더 해피엔딩,20141085,61456
6447,10003028,그런 날 사이에 어떤 날,20156979,0
6483,20115551,신데렐라,20156841,96579
6457,20221857,화장,20133682,0
6468,10057435,약장수,20156321,34349
6461,10035632,화장,20133682,712426
6454,20112163,화장,20133682,494638
6385,20169894,유고와 라라: 하늘고래와 구름섬 대모험,20158091,45485
6485,10088863,신데렐라,20156841,741269
6480,10044749,리바이어던,20142282,0
6414,10043631,스물,20148845,901356
6404,20170901,스물,20148845,4227898
6421,20199848,우주로봇 씨어,20143983,0
6446,20112363,다이노 타임,20100211,473681
6396,10018594,질투,20140246,7690
6357,20195671,소셜포비아,20141602,858
6377,10057970,엘리제궁의 요리사,20143942,4869
6390,20208326,유고와 라라: 하늘고래와 구름섬 대모험,20158091,0
6374,10086145,일분만 더,20156746,0
6406,20111688,스물,20148845,1742343
6331,20112618,헤이와이어,20126410,698408
6388,20174743,유고와 라라: 하늘고래와 구름섬 대모험,20158091,91940
6392,10051891,포스 마쥬어: 화이트 베케이션,20156732,0
6441,10025920,다이노 타임,20100211,121033
6439,20174745,윈드랜드,20157584,88910
6488,10047326,우주로봇 씨어,20143983,104678
6427,10035121,나쁜 사랑,20157602,20419
6409,20143687,스물,20148845,628508
6399,10065197,송 원,20157121,0
6375,10074928,엘리제궁의 요리사,20143942,4368
6430,10031715,나쁜 사랑,20157602,82428
6365,20163848,소셜포비아,20141602,9439
6482,10060784,신데렐라,20156841,5477
6505,10087751,장수상회,20140703,3478850
6448,10087401,그런 날 사이에 어떤 날,20156979,0
6412,20155213,스물,20148845,0
6352,10065531,모데카이,20145242,853374
6397,10041033,질투,20140246,7719
6471,20218680,약장수,20156321,0
6460,10043361,화장,20133682,29765
6435,10030600,백 투 더 비기닝,20156161,0
6467,20110935,약장수,20156321,1180213
6492,20129694,세계일주,20127568,0
6429,10078688,나쁜 사랑,20157602,1636
6322,10037131,살인의뢰,20148461,361348
6456,20203790,화장,20133682,0
6487,10036716,신데렐라,20156841,0
6477,10060279,약장수,20156321,4747
6453,10043371,화장,20133682,595847
6434,10059778,백 투 더 비기닝,20156161,0
6478,10065825,약장수,20156321,275129
6336,10035836,드래곤 블레이드,20156704,427836
6463,10069209,화장,20133682,583664
6493,20129695,세계일주,20127568,0
6452,10063676,분노의 질주: 더 세븐,20143580,444652
6413,20191086,스물,20148845,328123
6380,20206927,개: dog eat dog,20143252,0
6473,20220337,약장수,20156321,0
6449,10033301,분노의 질주: 더 세븐,20143580,815470
6491,10005617,세계일주,20127568,2022718
6500,10000085,아리아,20156963,0
6394,10079948,트레이서,20157001,1025910
6443,10053158,다이노 타임,20100211,63672
6438,20207907,윈드랜드,20157584,40374
6393,10019548,포스 마쥬어: 화이트 베케이션,20156732,0
6442,10063852,다이노 타임,20100211,612568
6462,10004308,화장,20133682,6509
6400,10064095,엘리노어 릭비: 그 남자 그 여자,20142884,982419
6489,20199848,우주로봇 씨어,20143983,0
6403,10053335,엘리노어 릭비: 그 남자 그 여자,20142884,64043
6436,20174747,윈드랜드,20157584,61108
6450,10083746,분노의 질주: 더 세븐,20143580,305310
6425,10046287,한 번 더 해피엔딩,20141085,1551855
6364,20113003,소셜포비아,20141602,3960
6372,10088273,일분만 더,20156746,24352
6481,10049146,리바이어던,20142282,0
6410,20221674,스물,20148845,0
6405,20067653,스물,20148845,5508017
6475,10057022,약장수,20156321,0
6529,20223149,장수상회,20140703,0
6495,10069842,세계일주,20127568,185978
6420,10047326,우주로봇 씨어,20143983,104678
6504,10067353,장수상회,20140703,3183765
6551,10029949,나는 공무원이다,20113391,573461
