,movie_name,movie_code,director_name,director_code,director_average,nation,release_date,day1_date,day1_screen,day1_audience,day14_date,day14_audience
125, 리포! 더 제네틱 오페라,20137441,대런 린 보우즈만,10010254,233967,미국,2013-07-24,2013-07-24,5,250,2013-08-06,0
173, 젊은 엄마,20131221,공자관,10001904,473,한국,2013-08-06,2013-08-06,1,528,2013-08-19,0
197, 숨바꼭질,20136049,허정,20169260,1209082,한국,2013-08-14,2013-08-14,623,293917,2013-08-27,4329186
129, 극장판 도라에몽: 진구의 비밀도구 박물관,20139383,테라모토 유키요,10079674,227043,일본,2013-07-25,2013-07-25,225,8445,2013-08-07,116768
44, 홀리,20124043,박병환,20125796,0,한국,2013-06-20,2013-06-20,7,132,2013-07-03,608
28, 백 투 가야,20048982,레나르드 프리츠 크라빙켈|호거 태프,20174180|10089026,121663,독일,2013-06-20,2013-06-20,0,0,2013-07-03,0
1, 다크아워,20113652,크리스 고락,10077008,0,미국,2012-01-05,2012-01-05,305,22325,2012-01-18,162604
429, 에덴,20134694,박영호,20180729,0,한국,2013-10-24,2013-10-24,1,60,2013-11-06,0
430, 에어 크래쉬,20134360,리즈 애덤스,20180723,1064,미국,2013-10-24,2013-10-24,5,650,2013-11-06,4870
123, 극장판 마법소녀 마도카 마기카(전편): 시작의 이야기,20130542,신보 아키유키,20176100,14288,일본,2013-07-20,2013-07-20,8,856,2013-08-02,0
85, 우리동네 포르노스타,20130254,프랑크 가스탐비드,20175941,0,프랑스,2013-07-10,2013-07-10,1,186,2013-07-23,0
183, 슈퍼쇼 4 3D,20130841,유호진,20131535,1652,한국,2013-08-08,2013-08-08,26,717,2013-08-21,0
122, 영춘권 무림 절대 고수,20130592,장동조,10060121,27184,중국,2013-07-19,2013-07-19,5,527,2013-08-01,3595
83, 고혹자-가두지왕,20136211,유송,20169382,30,중국,2013-07-10,2013-07-10,3,150,2013-07-23,0
136, 킬링 타임,20119516,박성수 ,20111994,1,한국,2012-03-15,2012-03-15,1,31,2012-03-28,155
46, 더 웹툰: 예고살인,20129114,김용균,10005097,1054431,한국,2013-06-27,2013-06-27,541,80164,2013-07-10,965352
358, 프린세스 사쿠라,20132625,하시모토 하지메,10087276,672,일본,2013-10-02,2013-10-02,6,319,2013-10-15,1543
186, 영웅이 되고 싶은 남자,20131302,데이얀 엉,10010876,0,대만,2013-08-08,2013-08-08,4,359,2013-08-21,0
172, 은밀하게 위대하게 (확장판),20131304,장철수,10060556,1719001,한국,2013-08-05,2013-08-05,1,166,2013-08-18,4462
168, 권법 쿵푸의 신,20131222,정사걸|곽자건,10061787|10002000,3880,홍콩,2013-08-02,2013-08-02,1,276,2013-08-15,0
174, 명탐정 코난 : 수평선상의 음모,20058720,야마모토 야스이치로,20115431,343877,일본,2013-08-07,2013-08-07,282,20161,2013-08-20,370185
56, 코스모폴리스,20138882,데이빗 크로넨버그,10012121,41628,캐나다,2013-06-27,2013-06-27,23,789,2013-07-10,11213
441, 데이 앤 나이트,20135406,사빈느 데르플링거,10034182,0,오스트리아 ,2013-10-31,2013-10-31,4,71,2013-11-13,175
334, 로미오와 줄리엣,20131043,케네스 맥밀란,20179054,2177,영국,2013-09-26,2013-09-26,2,20,2013-10-09,371
39, 인헤리턴스,20139082,히암 압바스,10091024,0,프랑스,2013-06-20,2013-06-20,1,1,2013-07-03,0
101, 콩가네,20124031,남기웅,10007504,571,한국,2013-07-11,2013-07-11,3,154,2013-07-24,712
419, 라 붐,19808057,클로드 피노토,10078443,62679,프랑스,2013-10-24,2013-10-24,23,473,2013-11-06,6723
24, 용문비갑,20124944,서극,10035347,101444,중국,2012-03-15,2012-03-15,1,270,2012-03-28,0
102, 퍼시픽 림,20136961,길예르모 델 토로,10003461,263939,미국,2013-07-11,2013-07-11,961,209975,2013-07-24,2308511
43, 퓨어,20139264,리사 랑세트,20174580,0,스웨덴,2013-06-20,2013-06-20,1,68,2013-07-03,1054
145, 마지막 4중주,20139826,야론 질버만,10046440,0,미국,2013-07-25,2013-07-25,29,1672,2013-08-07,36381
89, 마스터 ,20138982,폴 토마스 앤더슨,10083853,42193,미국,2013-07-11,2013-07-11,36,1404,2013-07-24,22534
384, 에이리언 둠스데이,20133772,마크 앳킨스,10024294,39,미국,2013-10-10,2013-10-10,5,290,2013-10-23,5240
194, 감기,20124937,김성수,10004596,853465,한국,2013-08-14,2013-08-14,671,304661,2013-08-27,2789195
86, 육체도박,20130106,요코하마 히로유키,20175501,0,일본,2013-07-10,2013-07-10,1,50,2013-07-23,0
152, 노리코의 누드스케치,20131163,오부치 아키라,20126237,19,일본,2013-07-26,2013-07-26,1,10,2013-08-08,0
38, 이별계약,20137081,오기환,10050086,820307,한국,2013-06-20,2013-06-20,60,1705,2013-07-03,16278
176, 에픽 : 숲속의 전설 ,20138202,크리스 ㅤㅇㅞㅅ지,10077179,0,미국,2013-08-07,2013-08-07,415,53747,2013-08-20,836742
422, 배우는 배우다,20134124,신연식,10040499,10260,한국,2013-10-24,2013-10-24,281,19832,2013-11-06,111672
140, 목마른 그녀의 금단의 사랑,20125325,사노 가즈히로,10033798,0,일본,2012-03-21,2012-03-21,1,2,2012-04-03,0
73, 인 더 하우스,20139121,프랑소와 오종,10084405,9987,프랑스,2013-07-04,2013-07-04,25,767,2013-07-17,11726
68, 매니악 : 슬픈 살인의 기록,20137964,프랭크 칼폰,10084753,0,미국,2013-07-04,2013-07-04,32,255,2013-07-17,2780
80, 기억하고 있다,20130249,요시다 히데아키|아카이시 토모유키|쿠보 토모히로,20174841|20175700|20175701,0,일본,2013-07-05,2013-07-05,1,5,2013-07-18,0
90, 명왕성,20120110,신수원,10040434,7850,한국,2013-07-11,2013-07-11,78,1107,2013-07-24,15019
52, 아메리칸 오지,20139462,알렉스 그레고리|피터 휴익,10044760|20175105,0,미국,2013-06-27,2013-06-27,1,16,2013-07-10,0
164, 스위트 카르마,20131061,앤드류 토마스 헌트,20177020,0,캐나다,2013-08-01,2013-08-01,1,30,2013-08-14,0
75, 쿵후팬더: 영웅의 탄생,20139263,레오 로,20174720,0,중국,2013-07-04,2013-07-04,90,923,2013-07-17,72899
385, 진구세주전설 북두의권 Zero - 켄시로전,20132802,히라노 토시키,10090671,1,일본,2013-10-10,2013-10-10,6,17,2013-10-23,420
402, 비밀의 아코짱,20133759,카와무라 야스히로,20112233,39585,일본,2013-10-17,2013-10-17,5,318,2013-10-30,1546
25, 만원전철 속 그녀2,20139387,칸바라 이구토,20166512,10,일본,2013-06-20,2013-06-20,1,10,2013-07-03,0
195, 더 팩트,20131083,니콜라스 맥카시,20178062,0,미국,2013-08-14,2013-08-14,4,260,2013-08-27,4390
437, 응징자,20122786,신동엽,20111176,275109,한국,2013-10-30,2013-10-30,294,24893,2013-11-12,190797
126, 신검전설,20136223,우얼샨,10051976,6980,중국,2013-07-24,2013-07-24,8,400,2013-08-06,0
149, 콤플렉스,20139882,나카타 히데오,10007255,87350,일본,2013-07-25,2013-07-25,3,92,2013-08-07,603
166, 컴플라이언스,20130702,크레이그 조벨,20176442,3449,미국,2013-08-01,2013-08-01,6,56,2013-08-14,951
132, 더 트랩: 난간 끝에 선 남자,20130710,매튜 채프먼,10025210,0,미국,2013-07-25,2013-07-25,2,180,2013-08-07,0
118, 탈옥의사 엔마,20130743,오누마 유이치,20115419,2,일본,2013-07-18,2013-07-18,1,5,2013-07-31,0
190, 페인리스,20130443,후앙 카를로스 메디나,10090552,0,스페인,2013-08-08,2013-08-08,25,733,2013-08-21,7054
137, 핑크,20112702,전수일,10061331,2113,한국,2012-03-15,2012-03-15,11,60,2012-03-28,922
415, 공범,20129606,국동석,10002283,2088949,한국,2013-10-24,2013-10-24,515,114573,2013-11-06,1439313
71, 백일몽 금단의기억,20139385,카네다 타카시,20175144,0,일본,2013-07-04,2013-07-04,1,10,2013-07-17,0
205, V/H/S/2: 악마를 부르는 비디오,20131724,가렛 에반스|아담 윈가드|에두아르도 산체스|그렉 헤일,20128289|20173209|10047518|10002983,25774,미국,2013-08-14,2013-08-14,1,75,2013-08-27,0
78, 48미터,20120801,민백두,10027791,0,한국,2013-07-04,2013-07-04,34,549,2013-07-17,9968
153, 더 패키지: 일급비밀,20131003,제시 V. 존슨,10063308,0,미국,2013-07-26,2013-07-26,1,216,2013-08-08,0
135, 크로니클,20124666,조쉬 트랭크,20126769,399667,미국,2012-03-15,2012-03-15,297,31489,2012-03-28,373875
105, 줄리아 엑스,20130721,P.J. 페티에트,20176480,0,미국,2013-07-16,2013-07-16,1,201,2013-07-29,0
65, 욕망의 트라이앵글,20139757,조조 히데오,10066963,88,일본,2013-07-03,2013-07-03,1,50,2013-07-16,0
42, 파라다이스 키스,20138861,신조 타케히코,20112339,22971,일본,2013-06-20,2013-06-20,5,339,2013-07-03,1572
128, 그랑블루 리마스터링 감독판,20130252,뤽 베송,10019011,249530,프랑스,2013-07-25,2013-07-25,33,793,2013-08-07,12620
131, 더 울버린,20137121,제임스 맨골드,10064101,662321,미국,2013-07-25,2013-07-25,694,138359,2013-08-07,1048689
36, 월드 워 Z,20122122,마크 포스터,10024440,365632,미국,2013-06-20,2013-06-20,802,239692,2013-07-03,3553992
189, 페이퍼보이: 사형수의 편지,20120464,리 다니엘스,10019262,64006,미국,2013-08-08,2013-08-08,11,319,2013-08-21,3033
100, 코리올라누스: 세기의 라이벌,20139822,랄프 파인즈,10014377,0,영국,2013-07-11,2013-07-11,3,319,2013-07-24,2245
99, 카오스,20139625,에티엔 포르,20174920,0,프랑스,2013-07-11,2013-07-11,1,200,2013-07-24,0
235, 스와핑 클럽,20131716,스티브 볼더슨,20178042,0,미국,2013-08-22,2013-08-22,1,77,2013-09-04,0
107, 미스터 고,20124082,김용화,10005151,6085380,한국,2013-07-17,2013-07-17,840,94955,2013-07-30,1232663
214, 루팡 3세 : 바빌론의 황금전설,19858012,스즈키 세이준|요시다 시게츠구,10038104|10051743,0,일본,2013-08-15,2013-08-15,1,2,2013-08-28,0
67, 론 레인저,20136862,고어 버빈스키,10001678,1614009,미국,2013-07-04,2013-07-04,392,42702,2013-07-17,385673
279, 할매-시멘트정원,20137561,김지곤,20128778,755,한국,2013-08-29,2013-08-29,1,5,2013-09-11,54
261, 양자탄비 ,20124951,강문,10000589,32842,중국,2012-03-22,2012-03-22,29,148,2012-04-04,1432
212, 렛 미 아웃,20125232,소재영|김창래,10036678|10005983,1136978,한국,2013-08-15,2013-08-15,10,135,2013-08-28,722
243, 팬더와 친구들의 모험,19738014,다카하타 이사오,10009949,13594,일본,2013-08-24,2013-08-24,1,14,2013-09-06,0
294, 콜드 워,20131713,써니 럭|렁록만,20178040|20178041,2624,홍콩,2013-09-05,2013-09-05,18,396,2013-09-18,2306
266, 사쿠라-마지막 정사,20132163,다무라 다카유키,20169631,0,일본,2013-08-29,2013-08-29,1,10,2013-09-11,0
104, 블러드 스프링,20130782,패드레이그 레이놀즈,20177440,1,미국,2013-07-15,2013-07-15,1,50,2013-07-28,0
108, 전망 좋은 차- 맛있는 섹스,20139441,이세일,10056085,465,한국,2013-07-17,2013-07-17,1,10,2013-07-30,0
159, 노랑머리 - 플라스틱 섹스,20131084,이세일,10056085,416,한국,2013-08-01,2013-08-01,1,150,2013-08-14,0
110, 네가 원한다면,20130803,아케로 마나스,10042613,0,스페인,2013-07-18,2013-07-18,1,100,2013-07-31,0
76, 타이치0 3D,20139081,풍덕륜,10084148,818,홍콩,2013-07-04,2013-07-04,110,1325,2013-07-17,16285
77, 팬텀: 라스트 커맨더,20139403,토드 로빈슨,10080269,0,미국,2013-07-04,2013-07-04,42,283,2013-07-17,3777
203, 퍼시픽 모비딕,20131244,트레이 스톡스,20178022,0,미국,2013-08-14,2013-08-14,4,250,2013-08-27,5100
245, 얼짱녀 어부,20130741,와다 소에몬,20178504,0,일본,2013-08-28,2013-08-28,1,10,2013-09-10,0
157, 스톨른,20130251,사이먼 웨스트,10034365,319469,미국,2013-07-31,2013-07-31,13,664,2013-08-13,2440
53, 아메리칸 오지,20139462,알렉스 그레고리|피터 휴익,10044760|20175105,0,미국,2013-06-27,2013-06-27,1,16,2013-07-10,0
199, 언어의 정원,20139083,신카이 마코토,10040653,937888,일본,2013-08-14,2013-08-14,54,3792,2013-08-27,42232
163, 슈퍼스타,20130065,자비에 지아놀리,10059220,3498,프랑스,2013-08-01,2013-08-01,3,16,2013-08-14,306
293, 천안함 프로젝트,20137585,백승우,20110853,222,한국,2013-09-05,2013-09-05,33,1258,2013-09-18,14747
285, 미스체인지,20130706,정초신,10062335,618833,한국,2013-09-05,2013-09-05,38,285,2013-09-18,0
139, 단지부인 오후의 불륜,20125323,사토 토시키,10034619,31,일본,2012-03-21,2012-03-21,1,2,2012-04-03,0
120, 토니 스토리: 깡통제국의 비밀,20139141,토마스 보덴스타인,20172322,5451,독일,2013-07-18,2013-07-18,188,6502,2013-07-31,66439
119, 테르마이 로마이,20139724,타케우치 히데키,20112234,58329,일본,2013-07-18,2013-07-18,7,136,2013-07-31,2850
116, 우리는 그곳에 있었다,20126673,박준기,20128869,0,한국,2013-07-18,2013-07-18,5,105,2013-07-31,1298
57, 쾌락! 메이드로이드,20139386,토모마츠 나오유키,20166003,22,일본,2013-06-27,2013-06-27,1,10,2013-07-10,0
217, 전쟁과 한 여자,20134063,이노우에 준이치,10055036,0,일본,2013-08-15,2013-08-15,2,70,2013-08-28,582
162, 설국열차,20126674,봉준호,10031641,3618076,한국,2013-08-01,2013-08-01,936,601029,2013-08-14,7145121
121, 픽포켓,20130544,마이클 코렌트,10023484,168,미국,2013-07-18,2013-07-18,1,43,2013-07-31,0
106, 도터,20130641,조나단 M. 레빈,10085108,0,미국,2013-07-17,2013-07-17,1,100,2013-07-30,0
97, 슬립리스 나이트,20139842,프레데릭쟈댕,20176060,0,프랑스,2013-07-11,2013-07-11,1,186,2013-07-24,0
87, 경복,20125997,최시형,10054143,0,한국,2013-07-11,2013-07-11,1,35,2013-07-24,0
146, 스프링 브레이커스,20138955,하모니 코린,10086841,0,미국,2013-07-25,2013-07-25,1,49,2013-08-07,468
81, 기억하고 있다,20130249,요시다 히데아키|아카이시 토모유키|쿠보 토모히로,20174841|20175700|20175701,0,일본,2013-07-05,2013-07-05,1,5,2013-07-18,0
130, 글래디에이터: 로마 영웅 탄생의 비밀 3D 확장 감독판,20130709,이기니오 스트라피,20166660,44371,이탈리아,2013-07-25,2013-07-25,4,240,2013-08-07,0
223, 그녀는 불륜매니아,20131101,오부치 아키라,20126237,19,일본,2013-08-22,2013-08-22,1,10,2013-09-04,0
51, 셀러브리티 섹스테이프,20139921,스콧 휠러,20175362,1024,미국,2013-06-27,2013-06-27,2,90,2013-07-10,1264
295, 콜드 워,20131713,써니 럭|렁록만,20178040|20178041,2624,홍콩,2013-09-05,2013-09-05,18,396,2013-09-18,2306
200, 체리밤,20131303,리사 바로스 드사|글렌 레이번,20178060|20178061,0,영국,2013-08-14,2013-08-14,3,378,2013-08-27,0
124, 극장판 마법소녀 마도카 마기카(후편): 영원의 이야기,20130543,신보 아키유키,20176100,14377,일본,2013-07-20,2013-07-20,8,849,2013-08-02,0
113, 레드: 더 레전드,20136962,딘 패리소트,10013627,290568,미국,2013-07-18,2013-07-18,497,131462,2013-07-31,2511270
72, 빅 픽처,20134044,에릭 라티고,10048062,43739,프랑스,2013-07-04,2013-07-04,19,758,2013-07-17,13295
202," 패션, 위험한 열정",20130541,브라이언 드 팔마,10031773,148402,독일,2013-08-14,2013-08-14,18,377,2013-08-27,7847
252, 북극의 후예 이누크,20132022,마이크 매깃슨,20178221,0,기타,2013-08-29,2013-08-29,3,12,2013-09-11,0
220, 잔혹 동화 : 헌팅 오브 엘레나,20130663,크리스티안 비세글리아|아스카니오 말가리니,20176760|20176761,0,이탈리아,2013-08-21,2013-08-21,1,50,2013-09-03,0
143, 드래곤 에이지,20130941,소리 후미히코,10036621,2871,미국,2013-07-25,2013-07-25,1,50,2013-08-07,0
198, 슈퍼윙스 3D,20130569,올가 로패토,20176142,0,러시아,2013-08-14,2013-08-14,128,4023,2013-08-27,42471
112, 러쉬라이트,20130422,안토니 스투츠,10043818,0,미국,2013-07-18,2013-07-18,1,200,2013-07-31,0
63, 감시자들,20122783,조의석|김병서,10066810|10004276,2515506,한국,2013-07-03,2013-07-03,731,210052,2013-07-16,3785950
148, 컴다운,20130423,멘하이 후다,20175920,0,영국,2013-07-25,2013-07-25,1,200,2013-08-07,0
60," 힘내세요, 병헌씨",20122123,이병헌,20125862,3044134,한국,2013-06-27,2013-06-27,16,175,2013-07-10,2706
147, 아이언 도어,20130091,스티븐 마누엘,20175540,0,독일,2013-07-25,2013-07-25,4,23,2013-08-07,0
61, 스티븐 시걸의 리벤지,20130001,키오니 왁스먼,10075624,354,미국,2013-06-28,2013-06-28,1,287,2013-07-11,0
70, 모니카와의 여름 ,20134481,잉마르 베리만,10059012,4015,스웨덴,2013-07-04,2013-07-04,1,22,2013-07-17,358
95, 슈퍼피쉬 - 끝없는 여정,20138502,송웅달|이지운|이기연,20173082|20175400|20175401,0,한국,2013-07-11,2013-07-11,12,477,2013-07-24,2118
242, 무사 4대 문파와의 혈투,20131923,서호봉,20178140,12,홍콩,2013-08-23,2013-08-23,1,195,2013-09-05,0
296, 쾌락지구 2,20132701,전국위,20166323,481,홍콩,2013-09-05,2013-09-05,1,92,2013-09-18,0
185, 신밧드의 7대 모험,20131165,벤 헤이플릭|애덤 실버,20177781|20178120,0,미국,2013-08-08,2013-08-08,5,270,2013-08-21,0
127, 군사통제구역 팔이공지대,20130686,구모,10002140,15882,한국,2013-07-25,2013-07-25,1,70,2013-08-07,0
158, 개구쟁이 스머프 2,20136761,라자 고스넬,10014146,187849,미국,2013-08-01,2013-08-01,377,92058,2013-08-14,777190
263, 언터처블: 1%의 우정,20124142,올리비에르 나카체|에릭 토레다노,20126649|20126650,40321,프랑스,2012-03-22,2012-03-22,311,46216,2012-04-04,1046006
232, 벤젠스,20131824,알폰소 로드리게즈,20178082,0,미국,2013-08-22,2013-08-22,1,100,2013-09-04,0
238, 장강7호 : 내친구 마법요정,20131582,원건도,10052438,2807,홍콩,2013-08-22,2013-08-22,54,685,2013-09-04,5104
237, 일대종사,20139072,왕가위,10051499,80668,중국,2013-08-22,2013-08-22,190,8790,2013-09-04,85455
251, 미츠에의 남친 고르기,20131243,코미나미 토시야,20177703,7,일본,2013-08-29,2013-08-29,1,10,2013-09-11,0
175, 버닝맨,20130202,조나단 텝리츠키,10065443,35249,영국,2013-08-07,2013-08-07,5,200,2013-08-20,0
134, 청춘그루브,20116038,변성현,10031356,1384062,한국,2012-03-15,2012-03-15,5,31,2012-03-28,857
179, 러블리 몰리,20131082,에두아르도 산체스,10047518,24477,미국,2013-08-08,2013-08-08,5,610,2013-08-21,5262
181, 베이트,20130250,킴블 렌달,10078924,2784,호주,2013-08-08,2013-08-08,54,1864,2013-08-21,15990
79, 기억하고 있다,20130249,요시다 히데아키|아카이시 토모유키|쿠보 토모히로,20174841|20175700|20175701,0,일본,2013-07-05,2013-07-05,1,5,2013-07-18,0
268, 시크릿,20132321,니콜라스 자렉키,10008712,0,미국,2013-08-29,2013-08-29,5,284,2013-09-11,1330
111, 동급생과의 불륜,20139381,오부치 아키라,20126237,19,일본,2013-07-18,2013-07-18,1,10,2013-07-31,0
178, 러브 인 코리아,20119827,박제욱,20112331,3932,한국,2013-08-08,2013-08-08,3,6,2013-08-21,190
66, 거짓말 섹스가 좋아,20130248,이세일,10056085,464,한국,2013-07-04,2013-07-04,1,10,2013-07-17,0
169, 권법 쿵푸의 신,20131222,정사걸|곽자건,10061787|10002000,3880,홍콩,2013-08-02,2013-08-02,1,276,2013-08-15,0
151, 페르소나,20136821,잉마르 베리만,10059012,3727,스웨덴,2013-07-25,2013-07-25,1,69,2013-08-07,960
