movie_name,movie_code,director_name,director_code,nation,release_date,day1_date,day1_screen,day1_audience,day15_date,day15_audience
 I AM,20113553,최진성,10072781,한국,2012-06-21,2012-06-21,137,3407,2012-07-04,29789
 클라우즈 오브 실스마리아,20142964,올리비에 아사야스,10051280,프랑스,2014-12-18,2014-12-18,53,1174,2014-12-31,21607
 기술자들,20149265,김홍선,20125826,한국,2014-12-24,2014-12-24,641,274404,2015-01-06,2336461
 눈의 여왕 2: 트롤의 마법거울,20143344,알렉세이 트시칠린,10044740,러시아,2014-12-24,2014-12-24,292,14964,2015-01-06,594955
 상의원,20147176,이원석,20128390,한국,2014-12-24,2014-12-24,466,108567,2015-01-06,778719
 숲속으로,20143422,롭 마샬,10018173,미국,2014-12-24,2014-12-24,351,55379,2015-01-06,341389
 일곱난쟁이,20143602,헤랄드 지페르만,10087954,독일,2014-12-24,2014-12-24,193,7914,2015-01-06,216601
 맵 투 더 스타,20141783,데이빗 크로넨버그,10012121,캐나다,2014-12-25,2014-12-25,28,859,2015-01-07,6199
 아메리칸 섹스 파티,20145162,패트릭 C. 페레즈,20204329,미국,2014-12-30,2014-12-30,3,149,2015-01-12,243
 개를 훔치는 완벽한 방법,20130574,김성호,10004652,한국,2014-12-31,2014-12-31,205,26982,2015-01-13,220468
 더 테너 리리코 스핀토,20141614,김상만,10004407,한국,2014-12-31,2014-12-31,185,6625,2015-01-13,48139
 마다가스카의 펭귄,20149859,에릭 다넬|사이몬 J.스미스,10048039|10034409,미국,2014-12-31,2014-12-31,509,145138,2015-01-13,1434712
 내일을 위한 시간,20143045,장 피에르 다르덴|뤽 다르덴,10059951|10019001,벨기에,2015-01-01,2015-01-01,39,3035,2015-01-14,26642
 테이큰 3,20143642,올리비에 메가턴,10051267,미국,2015-01-01,2015-01-01,614,321653,2015-01-14,1877515
 아메리칸 셰프,20140609,존 파브로,10068447,미국,2015-01-07,2015-01-07,81,2739,2015-01-20,70629
 언브로큰,20149948,안젤리나 졸리,10043730,미국,2015-01-07,2015-01-07,364,26707,2015-01-20,255019
 워킹걸,20147947,정범식,10061758,한국,2015-01-07,2015-01-07,296,14281,2015-01-20,142262
 타임 패러독스,20144481,마이클 스피어리그|피터 스피어이그,10023232|10085893,호주,2015-01-07,2015-01-07,229,7866,2015-01-20,81347
 패딩턴,20144523,폴 킹,10083843,영국,2015-01-07,2015-01-07,343,15431,2015-01-20,304134
 나의 사적인 여자친구,20143921,프랑소와 오종,10084405,프랑스,2015-01-08,2015-01-08,32,665,2015-01-21,8284
 바티칸 뮤지엄,20144522,루카 드 마타,10051760,이탈리아,2015-01-08,2015-01-08,49,594,2015-01-21,8539
 설해,20124398,김정권,10005546,한국,2015-01-08,2015-01-08,33,314,2015-01-21,3892
 제거자,20145385,닉 사이먼,10063431,미국,2015-01-08,2015-01-08,5,203,2015-01-21,353
 극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,20142962,유야마 쿠니히코,10053816,일본,2015-01-14,2015-01-14,300,17522,2015-01-27,229967
 박물관이 살아있다 : 비밀의 무덤,20143541,숀 레비,10037350,미국,2015-01-14,2015-01-14,428,51438,2015-01-27,945679
 아메리칸 스나이퍼,20143754,클린트 이스트우드,10078519,미국,2015-01-14,2015-01-14,284,19229,2015-01-27,269728
 오늘의 연애,20142407,박진표,10029363,한국,2015-01-14,2015-01-14,577,133838,2015-01-27,1630948
 허삼관,20131262,하정우,10087253,한국,2015-01-14,2015-01-14,584,73635,2015-01-27,891597
 고양이 장례식,20144601,이종훈,10057421,한국,2015-01-15,2015-01-15,42,182,2015-01-28,2780
 꽃보다 처녀귀신,20155744,최영민|최영민,20204726|10072470,한국,2015-01-15,2015-01-15,4,127,2015-01-28,1567
 미라클 여행기,20148631,허철,20114576,한국,2015-01-15,2015-01-15,12,62,2015-01-28,2111
 서바이벌 워,20155641,마크 밀혼,20204348,미국,2015-01-15,2015-01-15,6,203,2015-01-28,355
 아이 킬드 마이 마더,20149269,자비에 돌란,20115444,캐나다,2015-01-15,2015-01-15,15,627,2015-01-28,4112
 이별까지 7일,20142142,이시이 유야,10049008,일본,2015-01-15,2015-01-15,41,986,2015-01-28,6689
 강남 1970,20136888,유하,20111250,한국,2015-01-21,2015-01-21,684,152329,2015-02-03,1865834
 빅 히어로,20149951,돈 홀|크리스 윌리암스,10077907|10077183,미국,2015-01-21,2015-01-21,641,72487,2015-02-03,1824082
 엑스 마키나,20145521,알렉스 가랜드,10044758,미국,2015-01-21,2015-01-21,197,8662,2015-02-03,75463
 유아 낫 유,20144323,조지 C. 울프,10067287,미국,2015-01-21,2015-01-21,89,1240,2015-02-03,17129
 존 윅,20143253,데이빗 레이치|채드 스타헬스키,10011719|10071639,미국,2015-01-21,2015-01-21,321,16347,2015-02-03,114873
 미스터 터너,20144642,마이크 리,10022658,영국,2015-01-22,2015-01-22,27,760,2015-02-04,10453
 생각보다 맑은,20145202,한지원,20180788,한국,2015-01-22,2015-01-22,17,395,2015-02-04,3250
 와일드,20145021,장 마크 발레,10059743,미국,2015-01-22,2015-01-22,52,2452,2015-02-04,49322
 어메이징 스파이더맨,20126077,마크 웹,10024339,미국,2012-06-28,2012-06-28,"1,001",272155,2012-07-11,3648515
 캐빈 인 더 우즈,20126566,드류 고다드,10013220,미국,2012-06-28,2012-06-28,267,23403,2012-07-11,223001
 폭풍의 언덕,20126506,안드레아 아놀드,10043309,영국,2012-06-28,2012-06-28,17,941,2012-07-11,14936
 해피 해피 브레드,20126446,미시마 유키코,20128649,일본,2012-06-28,2012-06-28,9,291,2012-07-11,6095
 내 심장을 쏴라,20148553,문제용,10026804,한국,2015-01-28,2015-01-28,430,60407,2015-02-10,382608
 더 이퀄라이저,20145041,안톤 후쿠아,10043970,미국,2015-01-28,2015-01-28,251,8629,2015-02-10,82612
 블랙버드,20144927,지나 프린스-바이스우드,10069800,미국,2015-01-28,2015-01-28,131,2670,2015-02-10,13130
 빅 아이즈,20144507,팀 버튼,10081788,미국,2015-01-28,2015-01-28,272,8225,2015-02-10,83069
 워터 디바이너,20144102,러셀 크로우,10014740,미국,2015-01-28,2015-01-28,326,19516,2015-02-10,134531
 진격의 거인: 홍련의 화살,20155762,아라키 테츠로,10010057,일본,2015-01-28,2015-01-28,82,2364,2015-02-10,24427
 마피아,20156127,라이언 콤즈,20205346,미국,2015-01-29,2015-01-29,2,4,2015-02-11,16
 비치하트애솔,20143753,이난,10054989,한국,2015-01-29,2015-01-29,2,7,2015-02-11,156
 스페이스 둠스데이,20156356,닐 존슨,20171628,미국,2015-01-29,2015-01-29,2,4,2015-02-11,16
 어우동: 주인 없는 꽃,20149298,이수성,10056145,한국,2015-01-29,2015-01-29,15,625,2015-02-11,12054
 엔드 오브 디 어스,20145464,데렉 리|클리프 프라우즈,10010905|10001005,캐나다,2015-01-29,2015-01-29,29,353,2015-02-11,3047
 익스트림 피어,20156130,마이클 코르빅,20205367,미국,2015-01-29,2015-01-29,2,4,2015-02-11,16
 트라이브,20142241,미로슬라브 슬라보슈비츠키,10027015,우크라이나,2015-01-29,2015-01-29,28,872,2015-02-11,7779
 화끈한 써비스: 어느 잔인한 미용사의,20155923,남기웅,10007504,한국,2015-01-29,2015-01-29,5,45,2015-02-11,148
 노엘의 선물,20144701,알렉산더 코페르,10001922,프랑스,2015-02-05,2015-02-05,55,233,2015-02-18,4051
 망원동 인공위성,20133803,김형주,20179028,한국,2015-02-05,2015-02-05,21,134,2015-02-18,2293
 바다 탐험대 옥토넛 스페셜,20155601,니키 팰런,10039844,영국,2015-02-05,2015-02-05,146,3462,2015-02-18,50521
 서유기 : 모험의 시작,20144881,주성치|곽자건,10069049|10002000,중국,2015-02-05,2015-02-05,68,445,2015-02-18,6012
 쎄시봉,20148188,김현석,10006261,한국,2015-02-05,2015-02-05,757,96139,2015-02-18,1226283
 오마르,20145259,하니 아부 아사드,10086713,팔레스타인,2015-02-05,2015-02-05,16,192,2015-02-18,2266
 주피터 어센딩,20149037,라나 워쇼스키|앤디 워쇼스키,10014496|10046113,미국,2015-02-05,2015-02-05,546,44373,2015-02-18,308880
 최강전사 미니특공대 : 새로운 악당의 습격,20156441,이영준,20186877,한국,2015-02-05,2015-02-05,166,4074,2015-02-18,127712
 폭스캐처,20144121,베넷 밀러,10030727,미국,2015-02-05,2015-02-05,77,1744,2015-02-18,21310
 조선명탐정 : 사라진 놉의 딸,20149570,김석윤,10004484,한국,2015-02-11,2015-02-11,740,113443,2015-02-24,3290795
 킹스맨 : 시크릿 에이전트,20140110,매튜 본,10025167,미국,2015-02-11,2015-02-11,510,78058,2015-02-24,2564142
 7번째 아들,20142561,세르게이 보드로프,10035961,미국,2015-02-11,2015-02-11,343,14457,2015-02-24,90273
 갓 헬프 더 걸,20145142,스튜어트 머독,10037593,영국,2015-02-12,2015-02-12,24,417,2015-02-25,4887
 꿈보다 해몽,20141612,이광국,10054828,한국,2015-02-12,2015-02-12,35,289,2015-02-25,3840
 도라에몽 : 스탠 바이 미,20144322,야마자키 타카시|야기 류이치,10046577|10056771,일본,2015-02-12,2015-02-12,323,12675,2015-02-25,400129
 리틀 포레스트: 여름과 가을,20145203,모리 준이치,10026252,일본,2015-02-12,2015-02-12,11,336,2015-02-25,5761
 명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,20155761,야마모토 야스이치로,20115431,일본,2015-02-12,2015-02-12,113,8654,2015-02-25,218511
 백설공주 살인사건,20149668,나카무라 요시히로,10007160,일본,2015-02-12,2015-02-12,15,129,2015-02-25,2122
 오즈의 마법사: 돌아온 도로시,20155881,윌 핀|댄 세인트 피에르,10052993|10010034,미국,2015-02-12,2015-02-12,256,11579,2015-02-25,248081
 이미테이션 게임,20141962,모튼 틸덤,20190089,영국,2015-02-17,2015-02-17,414,75824,2015-03-02,1276268
 모데카이,20145242,데이빗 코엡,10012105,미국,2015-02-18,2015-02-18,290,16726,2015-03-03,75547
 스폰지밥 3D,20149401,폴 티비트,10069822,미국,2015-02-18,2015-02-18,355,32216,2015-03-03,298917
 옐로우버드,20145402,도미니크 몽페리|크리스티앙 드 비타,20126029|10077932,프랑스,2015-02-18,2015-02-18,127,1947,2015-03-03,17440
" 웰컴, 삼바",20144183,올리비에르 나카체|에릭 토레다노,20126649|20126650,프랑스,2015-02-18,2015-02-18,252,5936,2015-03-03,39381
 이다,20145462,파웰 파울리코우스키,10082293,폴란드,2015-02-18,2015-02-18,28,657,2015-03-03,11839
 그레이의 50가지 그림자,20147613,샘 테일러-존슨,20112365,미국,2015-02-26,2015-02-26,512,45653,2015-03-11,357499
 기생수 파트1,20144621,야마자키 타카시,10046577,일본,2015-02-26,2015-02-26,203,18653,2015-03-11,178846
 기화,20149491,문정윤,10026795,한국,2015-02-26,2015-02-26,4,35,2015-03-11,822
 나이트 크롤러,20145103,댄 길로이,10010307,미국,2015-02-26,2015-02-26,225,6302,2015-03-11,54620
 더 라스트: 나루토 더 무비,20156241,코바야시 츠네오,10076312,일본,2015-02-26,2015-02-26,88,8777,2015-03-11,50200
 바람의 검심 : 교토 대화재편,20145481,오오토모 케이시,20124116,일본,2015-02-26,2015-02-26,26,374,2015-03-11,3152
 백 투 더 비기닝,20156161,딘 이스라엘리트,10003134,미국,2015-02-26,2015-02-26,363,36522,2015-03-11,263966
 제네시스: 세상의 소금,20144961,빔 벤더스|훌리아노 리베이로 살가두,10033736|10018633,프랑스,2015-02-26,2015-02-26,29,588,2015-03-11,5180
 조류인간,20148685,신연식,10040499,한국,2015-02-26,2015-02-26,18,132,2015-03-11,2204
 파리 폴리,20143941,마르끄 피투시,20112940,프랑스,2015-02-26,2015-02-26,22,469,2015-03-11,8352
 포커스,20145102,글렌 피카라|존 레쿼,10003119|10067711,미국,2015-02-26,2015-02-26,349,16554,2015-03-11,90941
 더 레이븐,20113821,제임스 맥티그,10064100,미국,2012-07-05,2012-07-05,250,18886,2012-07-18,153516
 모모와 다락방의 수상한 요괴들,20127108,오키우라 히로유키,10050896,일본,2012-07-05,2012-07-05,195,6883,2012-07-18,262267
 미드나잇 인 파리,20126686,우디 알렌,10052035,미국,2012-07-05,2012-07-05,171,13947,2012-07-18,235816
 연가시,20124062,박정우,10029181,한국,2012-07-05,2012-07-05,515,191274,2012-07-18,3591110
 헤이와이어,20126410,스티븐 소더버그,10039429,미국,2012-07-05,2012-07-05,193,7147,2012-07-18,51467
 개: dog eat dog,20143252,황욱|박민우,20183861|20154667,한국,2015-03-05,2015-03-05,9,163,2015-03-18,1490
 바람의 검심 : 전설의 최후편,20145482,오오토모 케이시,20124116,일본,2015-03-05,2015-03-05,23,261,2015-03-18,2156
 버드맨,20144801,알레한드로 곤잘레스 이냐리투,10044433,미국,2015-03-05,2015-03-05,354,20555,2015-03-18,186904
 살인캠프,20149312,이상빈,10055857,한국,2015-03-05,2015-03-05,5,45,2015-03-18,101
 세인트 빈센트,20145085,데오도르 멜피,10036228,미국,2015-03-05,2015-03-05,281,7448,2015-03-18,85668
 순수의 시대,20136063,안상훈,20111254,한국,2015-03-05,2015-03-05,512,61795,2015-03-18,463616
 헬머니,20148841,신한솔,10040668,한국,2015-03-05,2015-03-05,368,35936,2015-03-18,452470
 드래곤 블레이드,20156704,이인항,10057088,중국,2015-03-12,2015-03-12,254,6413,2015-03-25,52867
 망대,20148625,문승욱,10026745,한국,2015-03-12,2015-03-12,2,3,2015-03-25,65
 살인의뢰,20148461,손용호,20188569,한국,2015-03-12,2015-03-12,481,80774,2015-03-25,817625
 소셜포비아,20141602,홍석재,10089518,한국,2015-03-12,2015-03-12,353,22056,2015-03-25,241506
 우주로봇 씨어,20143983,왕장준|부걸,20199188|20199191,중국,2015-03-12,2015-03-12,55,174,2015-03-25,13162
 위대한 유산,20156861,그라함 맥라렌,20207986,영국,2015-03-12,2015-03-12,2,32,2015-03-25,369
 위플래쉬,20145141,다미엔 차젤레,10009698,미국,2015-03-12,2015-03-12,326,25816,2015-03-25,952776
 채피,20156402,닐 블롬캠프,10009038,미국,2015-03-12,2015-03-12,524,45334,2015-03-25,559078
 포스 마쥬어: 화이트 베케이션,20156732,루벤 외스틀룬드,10018399,스웨덴,2015-03-12,2015-03-12,33,435,2015-03-25,4804
 해피 해피 와이너리,20156730,미시마 유키코,20128649,일본,2015-03-12,2015-03-12,20,305,2015-03-25,3136
 그라운드의 이방인,20134800,김명준,20068433,한국,2015-03-19,2015-03-19,28,171,2015-04-01,2885
 런 올 나이트,20157041,자움 콜렛 세라,10059297,미국,2015-03-19,2015-03-19,362,27969,2015-04-01,286202
 리바이어던,20142282,안드레이 즈비아진체프,10043285,러시아,2015-03-19,2015-03-19,23,656,2015-04-01,7661
 몽골리안 프린세스,20155926,정단우,20120321,한국,2015-03-19,2015-03-19,3,32,2015-04-01,328
 신데렐라,20156841,케네스 브래너,10075291,미국,2015-03-19,2015-03-19,424,34177,2015-04-01,611808
 엘리제궁의 요리사,20143942,크리스티앙 뱅상,10077920,프랑스,2015-03-19,2015-03-19,112,2493,2015-04-01,19670
 와일드 카드,20156902,사이먼 웨스트,10034365,미국,2015-03-19,2015-03-19,67,516,2015-04-01,3102
 추억의 마니,20156904,요네바야시 히로마사,20112237,일본,2015-03-19,2015-03-19,220,2249,2015-04-01,34169
 태양을 쏴라,20133681,김태식,10006101,한국,2015-03-19,2015-03-19,156,1559,2015-04-01,17444
 트레이서,20157001,다니엘 벤마요,20178193,미국,2015-03-19,2015-03-19,242,3316,2015-04-01,25512
 스물,20148845,이병헌,20125862,한국,2015-03-25,2015-03-25,786,151161,2015-04-07,2322695
 인서전트,20144461,로베르트 슈벤트케,10016782,미국,2015-03-25,2015-03-25,431,35995,2015-04-07,279650
 코멧,20156401,샘 에스마일,10023810,미국,2015-03-25,2015-03-25,82,828,2015-04-07,7597
 뷰티풀 라이,20157421,필리프 팔라도,10086405,미국,2015-03-26,2015-03-26,91,1059,2015-04-08,14756
 세계일주,20127568,이항배,10058032,한국,2015-03-26,2015-03-26,43,189,2015-04-08,4162
 투캅스 인 파리,20158082,다비드 샤혼,10009710,프랑스,2015-03-26,2015-03-26,51,2146,2015-04-08,6786
 분노의 질주: 더 세븐,20143580,제임스 완,10064265,미국,2015-04-01,2015-04-01,774,135549,2015-04-14,2268341
 송 원,20157121,케이트 베커-플로이랜드,10085277,미국,2015-04-01,2015-04-01,65,5620,2015-04-14,45842
 마담 보바리,20143566,앤 폰테인,10045760,프랑스,2015-04-02,2015-04-02,32,241,2015-04-15,2474
 맛있는 택배,20158504,기대호,20208746,한국,2015-04-02,2015-04-02,50,2057,2015-04-15,6276
 모스트 바이어런트,20156643,J.C 챈더,20157988,미국,2015-04-02,2015-04-02,64,1199,2015-04-15,9272
 윈드랜드,20157584,세르지오 맨피오,10036017,이탈리아,2015-04-02,2015-04-02,93,464,2015-04-15,23432
 파울볼,20157587,조정래|김보경,10066934|20144559,한국,2015-04-02,2015-04-02,204,2283,2015-04-15,29232
 팔로우,20157394,데이빗 로버트 밋첼,20169672,미국,2015-04-02,2015-04-02,188,4885,2015-04-15,32567
 폴 매카트니의 락쇼,20155783,폴 매카트니,10083589,캐나다,2015-04-02,2015-04-02,6,44,2015-04-15,296
 화이트 갓,20142422,코르넬 문드럭초,20112824,헝가리,2015-04-02,2015-04-02,22,162,2015-04-15,2345
 코블러,20145281,토마스 맥카시,10080439,미국,2015-04-08,2015-04-08,230,4541,2015-04-21,40953
 한 번 더 해피엔딩,20141085,마크 로렌스,10024100,미국,2015-04-08,2015-04-08,231,5356,2015-04-21,44384
 결혼하지 않아도 괜찮을까,20143922,미노리카와 오사무,20174840,일본,2015-04-09,2015-04-09,27,487,2015-04-22,7790
 나는 공무원이다,20113391,구자홍,10002240,한국,2012-07-12,2012-07-12,269,25462,2012-07-25,217483
 두 개의 달,20125916,김동빈,10003947,한국,2012-07-12,2012-07-12,311,30747,2012-07-25,421445
 리미트리스,20126745,닐 버거,10009032,미국,2012-07-12,2012-07-12,149,10180,2012-07-25,121520
 모피를 입은 비너스,20119997,송예섭,10037137,한국,2012-07-12,2012-07-12,1,35,2012-07-25,367
 백자의 사람 : 조선의 흙이 되다,20127046,타카하시 반메이,10009936,일본,2012-07-12,2012-07-12,18,106,2012-07-25,2908
 베스트 엑조틱 메리골드 호텔,20126470,존 매든,10067817,영국,2012-07-12,2012-07-12,146,5411,2012-07-25,52193
" 섹스, 거짓말 그리고 비디오 테이프",20126668,봉만대,10031639,한국,2012-07-12,2012-07-12,8,103,2012-07-25,965
 그런 날 사이에 어떤 날,20156979,매튜 포터필드,10049137,미국,2015-04-09,2015-04-09,6,13,2015-04-22,442
 뱀파이어 아카데미,20158643,마크 워터스,10024329,미국,2015-04-09,2015-04-09,50,2092,2015-04-22,7649
 엘리노어 릭비: 그 남자,20144241,네드 벤슨,10011022,미국,2015-04-09,2015-04-09,11,252,2015-04-22,7055
 엘리노어 릭비: 그 남자 그 여자,20142884,네드 벤슨,10011022,미국,2015-04-09,2015-04-09,212,4682,2015-04-22,41950
 엘리노어 릭비: 그 여자,20144242,네드 벤슨,10011022,미국,2015-04-09,2015-04-09,6,160,2015-04-22,6122
 유고와 라라: 하늘고래와 구름섬 대모험,20158091,왕운비,20190906,중국,2015-04-09,2015-04-09,94,430,2015-04-22,39091
 은하철도의 꿈,20149715,니시쿠보 미즈호,10008473,일본,2015-04-09,2015-04-09,38,105,2015-04-22,4792
