,movieNm,movie_code,nations,distribution,rate,genre,director,actor,cast
824,마야,20149970,독일|호주,(주)박수엔터테인먼트,전체관람가|전체관람가,애니메이션,알렉스 스타더만,김서영|홍소영,
825,울프 앳 더 도어,20148925,브라질,㈜영화사 백두대간,청소년관람불가,드라마,페르난도 코임브라,린드라 릴|밀헴 코타즈|파비울라 나쉬멘토,
826,해무(海霧),20134082,한국,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,드라마,심성보,김윤석|박유천|한예리|이희준|문성근|김상호|유승목|이승태|이재성|김기태|김영웅|김태엽|김태엽|윤제문|조덕제|기주봉|정대용|권병길,동식|창욱|갑판장 호영|밀항자9|밀항자23|밀항자21|길수|젊은 형사1|수협 직원1|김 계장|여상구|선주|조선족 1|노 형사
827,해적: 바다로 간 산적,20136064,한국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,어드벤처,이석훈,김남길|손예진|유해진|이경영|오달수|김태우|박철민|신정근|김원해|조달환|조희봉|정성화|최진리|이이경|강대욱|서왕석|서재현|서진석|서현석|성호제|송용호|심윤보|엄세현|유민경|이동철|장지웅|정경우|차민호|권성영|김경식|김기환|김대현|김재학|김주동|김준아|김한준|도현운|안내상|이대연|전배수|김강일,춘섭|오만호|객점 사병2|박모 덩치|실눈이|헐렁이|산적단|벽란도 동물 행수|가물치|헐랭|객점 사병1|후원 기녀1|복실이|벽란도 기찰 1|산적단|수군진 감옥 사병3|최씨|부두목|풍어리|산적단|지푸라기|수군진 감옥 사병1|후원기녀2|가리비|수군진 감옥 사병2|정도전|이성계|백선기|상선 행수
828,콜드 라잇 오브 데이,20125907,미국,씨너스엔터테인먼트(주),15세이상관람가,액션|스릴러,마브룩 엘 메크리,헨리 카빌|브루스 윌리스|시고니 위버,
829,돈의 맛,20124064,한국|필리핀,(주)시너지하우스 (시너지)|롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,드라마,임상수,김강우|백윤식|윤여정|김효진|온주완|권병길|황정민|양재준|김응수|정원중,주영작|윤회장|백금옥|윤나미|윤철|노 회장|노 비서|공항 보안요원1|사장 1|중년 남자
830,파이어 : 테러와의 전쟁,20149767,독일,와이드 릴리즈(주),15세이상관람가,액션,라울 W. 하임리히,게리 도던|코스마 시바 하겐,
831,혹성탈출: 반격의 서막,20148973,미국,이십세기폭스코리아(주),12세이상관람가|12세이상관람가,액션|드라마|SF|스릴러,맷 리브스,앤디 서키스|게리 올드만|제이슨 클락,
832,야간비행,20147432,한국,(주)엣나인필름,청소년관람불가,드라마,이송희일,곽시양|이재준|최준하|김창환|이익준|서정준|송지호|신이수|오성택|이산하|이예성|이준형|장민석|장성근|전은진|전찬희|정민섭|최지영|홍지선|김가람|김보람|김성훈|김소희|김종호|김진용|박미현,용주|기웅|기택|성진|준우|왕따1/정준|재연|손님들|체육선생님|용주 학교 학생들|학생들|어린 용주|뛰어가는 아이들|뛰어가는 아이들|국사선생님|학생들|지나가는 아이들|뛰어가는 아이들|버스킹 군중들|용주 학교 학생들|지나가는 사람들|공차는 아이들|기웅엄마|학생들|학생들|용주 엄마
833,두근두근 내 인생,20134594,한국,씨제이이앤엠(주),12세이상관람가,드라마,이재용,송혜교|김승욱|강동원|조성목|백일섭|황석정|안현정|강상대|신동길|양승걸|이강진|이동민|전상원|정동혁|정해진|허준석|김동섭|김소진|김승찬|김화목|도현민|박광설|채서진,미라|환자역|대수|아름|장씨|할렐루야1|미라 어머니|음악방송 조연출|시위대|미라 아버지|50대 식당남|건강한 아름|미라오빠|불량 男|병원 사무국 여직원|승찬|간나쁜환자|김작가|불량 男|미라오빠|운전남|교장|이서하
834,오드토머스,20149409,미국,(주)영화사 빅,15세이상관람가,액션|스릴러|SF|미스터리,스티븐 소머즈,안톤 옐친|윌렘 데포,오드 토머스|와이어트 포터
835,땡스 포 쉐어링,20149442,미국,(주)소나무픽쳐스,청소년관람불가,코미디|멜로/로맨스,스튜어트 블럼버그,마크 러팔로|기네스 팰트로우|팀 로빈스|조시 게드|핑크,
836,매직 인 더 문라이트,20149591,미국,(주)인벤트스톤,12세이상관람가,코미디|드라마|멜로/로맨스,우디 앨런,콜린 퍼스|엠마 스톤,
837,허큘리스,20149568,미국,워너브러더스 코리아(주),15세이상관람가|15세이상관람가,액션|어드벤처,브렛 래트너,드웨인 존슨|존 허트|이안 맥쉐인|조셉 파인즈|이리나 샤크|바바라 팔빈,
838,랄프 스테드먼 스토리: 이상한 나라의 친구들,20148808,영국|미국,㈜인디스토리,12세이상관람가,다큐멘터리,찰리 폴,랄프 스테드먼|조니 뎁,
839,컬러풀,20001428,일본,(주)키노아이디엠씨,15세이상관람가,애니메이션,하라 케이이치,미야자키 아오이|아소 쿠미코|후지와라 케이지|나카오 아키요시,
840,파이어스톰,20149377,중국|홍콩,(주)인벤트스톤,청소년관람불가,액션|범죄,원금린,유덕화|임가동|야오천,
841,스텝 업: 올 인,20149930,미국,(주)나이너스엔터테인먼트,12세이상관람가,드라마|멜로/로맨스,트리시 시에,라이언 구즈만|브리아나 에비건|애덤 G. 세바니|알리슨 스토너,
842,아야의 밤엔 사랑이 필요해,20134435,프랑스,(주)영화사 진진,15세이상관람가,애니메이션,마거리트 어바우트|클레망 우브르리,아이사 마이가|텔라 크포마우|재키 이도,
843,퍼스트 그레이더,20124719,영국|미국|케냐,골든타이드픽처스(주),12세이상관람가,드라마,저스틴 채드윅,나오미 해리스|올리버 리톤도|샘 푸어,
844,동경 이야기,19538011,일본,오드,전체관람가,드라마,오즈 야스지로,치슈 류|히가시야마 치에코,히라야마 슈키시|히라야마 토미
845,하늘의 황금마차,20130961,한국,(주)영화사 진진,12세이상관람가,드라마,오멸,문석범|김동호|양정원|이경준|킹스턴 루디스카|성낙원|손형식|장정인|조상원|조수범|한승진,낙원|형식|Ppong-ddol's wife|민박집 손님|롯데리아 손님|구급대원
846,더 기버: 기억전달자,20149099,미국,(주)지어소프트,12세이상관람가,SF|드라마|판타지,필립 노이스,브렌튼 스웨이츠|테일러 스위프트|메릴 스트립|제프 브리지스|알렉산더 스카스가드|케이티 홈즈|카메론 모나한|오데야 러쉬,
847,모스트 원티드 맨,20149520,영국|미국|독일,(주)드림웨스트픽쳐스|(주)인벤트스톤,청소년관람불가,스릴러|드라마,안톤 코르빈,필립 세이모어 호프만|레이첼 맥아담스|윌렘 데포|로빈 라이트,
848,순천,20132804,한국,(주)인디플러그,전체관람가,다큐멘터리,이홍기,윤우숙,
849,비포 : 치즈와 초콜릿을 찾아서,20149494,이스라엘,(주)영화사 빅,전체관람가,애니메이션|어드벤처,이도 엔젤,윤우숙,
850,더 퍼지 : 거리의 반란,20149831,미국,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,공포(호러)|스릴러,제임스 드모나코,프랭크 그릴로|자크 길포드|키엘 산체스,
851,왓니껴,20149460,한국,(주)씨타마운틴픽쳐스,12세이상관람가,드라마,이동삼,심혜진|전노민|권재원|임호진|신재천|진수현|이균식|김용호|민지|권병길,방송국 카메라맨|상여앞소리|기주부인|선비|택시기사|연주|택규 부
852,"안녕, 하세요!",20126333,한국,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,다큐멘터리,임태형,신애라|최현명|박유찬|박주연|신동헌|유혜미,초등부 1학년|유치부|초등부5학년|고등부 1학년
853,명량,20129370,한국,씨제이이앤엠(주),15세이상관람가,사극|액션,김한민,최민식|류승룡|조진웅|김명곤|진구|이정현|권율|노민우|김태훈|이승준|오타니 료헤이|박보검|박원우|서성광|오명훈|유명환|윤희경|이윤기|정수남|정순태|정의석|김원해|이해영|장준녕|김길동|김강일|강태영|하형원|한상대|김동원|김민석|김민식|김재철|김준형|김현중|박선용|박노식|최덕문|조복래|문영동,이순신 |구루지마 |와키자카 |도도|임준영 |정씨 여인 |이회|하루|김중걸|안위|준사 |수봉|조선수군/왜군|이억기|승병2|조선수군/왜군|조선수군/왜군|조선수군/왜군|조선수군/왜군|조선수군/왜군|조선수군/왜군|배설|송희립|나대용|황보만 |가토|기무라|조선수군/왜군|조선수군/왜군|조선수군/왜군|안위부장|조선수군/왜군|조선인화폭선포로|안위선격군|조선수군/왜군|조선수군/왜군|김억추|송여종|오상구|김돌손
854,터널 3D,20147928,한국,(주)박수엔터테인먼트,15세이상관람가|15세이상관람가,공포(호러)|스릴러,박규택,정유미|연우진|송재림|정시연|이태현|박지원|서종민|전수아|양영택|유세문|정원태|정진|차수빈|차은미|이예림|이지혜|김윤아|노슬기|명진석|유재명|손병호|전우재,기철|클럽출연|어린 동준|클럽출연|경찰관 여|탄광주 운전기사|사고 현장 주민|소리남|선임|탄광클럽 여|탄광클럽 여|119 구조대원 여|탄광클럽 여|어린 유경|클럽출연|클럽출연|탄광주|김씨|구조대장
855,맨 인 블랙 3,20113885,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가|12세이상관람가,액션|코미디|SF,배리 소넨필드,윌 스미스|토미 리 존스|조슈 브롤린|제메인 클레멘트|빌 헤이더|알렉 볼드윈,제이|케이|젊은 케이|악당 보리스 |앤디 워홀 
856,프란체스코와 교황,20125209,독일|이탈리아,라인트리엔터테인먼트 ,전체관람가,다큐멘터리,치로 카펠라리,교황 베네딕토 16세|프란체스코,시스타나 성당 성가대 솔로이스트
857,레쓰링,20149839,한국,(주)박수엔터테인먼트,청소년관람불가,코미디,김호준,최성국|송은채|하나경|박효빈|신선영|이한준|임주한|최용재|김용훈,커피 학생|학교 조교들|열쇠공|학교 조교들|골프남|학교 조교들
858,나의 첫번째 장례식,20140426,벨기에,(주)판다미디어,15세이상관람가,코미디,샘 가바르스키,모리츠 블라이브트로이|패트리시아 아퀘트,
859,"메밀꽃, 운수 좋은 날, 그리고 봄봄",20149796,한국,이달투,전체관람가,애니메이션,안재훈|한혜진,장광|엄상현|류현경|강은탁,운수 좋은 날 - 김첨지 목소리|운수 좋은 날 - 동광학생
860,곤충왕국 3D,20149962,한국,골든타이드픽처스(주),전체관람가|전체관람가,다큐멘터리,김진만|김정민,김성주|김민국|김민율,
861,자유의 언덕,20148840,한국,(주)영화제작전원사 |(주)영화사 조제,청소년관람불가,드라마,홍상수,카세 료|문소리|서영화|윤여정|정용진|이민우|기주봉|김의성,권|구옥|염구|광현|병주|상원
862,"메밀꽃, 운수 좋은 날, 그리고 봄봄",20149796,한국,이달투,전체관람가,애니메이션,안재훈|한혜진,장광|엄상현|류현경|강은탁,운수 좋은 날 - 김첨지 목소리|운수 좋은 날 - 동광학생
863,족구왕,20132799,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),15세이상관람가,코미디|멜로/로맨스|드라마,우문기,안재홍|강봉성|황승언|강봉성|박준식|배성윤|이환희|장민상|진태철|고봉곤|한지혜|권오광|김선간|김승필|김영강|김주호|배유람|황미영,홍만섭|창호|해병순찰대|기계공학과|기계공학과|사진 찍는 남학생|해병팀 주장|기차 군인|일본학생|철학과|족구하는 군인|학생식당 남학생|족구하는군인|기계공학과|미래
864,관계,20149950,한국,브릿지웍스 엔터테인먼트(주),청소년관람불가,멜로/로맨스|드라마,김명서,토모다 아야카|김경익|진혜경,
865,루시,20135656,미국|프랑스,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,액션,뤽 베송,스칼렛 요한슨|모건 프리먼|최민식,
866,마녀,20136864,한국,CGV아트하우스,청소년관람불가,공포(호러)|스릴러|드라마,유영선,박주희|나수윤|이미소|장경연,세영|이선|세민|치과의사
867,세븐 싸이코패스,20134609,영국,(주)미디어로그,청소년관람불가,코미디,마틴 맥도나,콜린 파렐|샘 록웰|우디 해럴슨|애비 코니시,
868,사막에서 연어낚시,20149388,영국,(주)나이너스엔터테인먼트|(유)영화사 화수분,12세이상관람가,드라마,라세 할스트롬,이완 맥그리거|에밀리 블런트|크리스틴 스콧 토마스,
869,차형사,20124065,한국,씨제이이앤엠(주),15세이상관람가,코미디|액션,신태라,강지환|성유리|이수혁|김영광|신민철|손현우|윤봉길|이태형|이한샘|신정근|박정학|이희준|라미란|최진규|한대희|허명행|이예지|윤선영|이대수|박보검|주영호|최영민,차철수|고영재|김선호|한승우|여민승|거래남|택형사|버스 아줌마|유반장 |탁대표|경석|송선생|모델 진규|CF스텝|수학선생님|카페 아가씨3|백화점 직원|한성기사|차형사 아역|주형사|탑모델 영민
870,바리새인,20149819,한국,(유)영화사 화수분,청소년관람불가,드라마,정영배,예학영|강은혜|조민아|고정일|박재관|송지민|윤석중|이기현|이선주|임선우|전용재|정주환|곽보정|권나영|황수현,젊은 승기부|대학생10|형사2|대학생18|대학생06|어린은지|주방장|어린승기|경현|은지후배1|수정친구1
