,movie_name,movie_code,director_name,director_code,nation,release_date,day1_screen,day1_audience,day8_date,day8_audience,director_sum
238, 당신에게도 사랑이 다시 찾아올까요?,20132167,가브리엘 무치노,10000103,미국,2013-10-17,98,1673,2013-10-24,10092,1890
239, 러브레이스,20058701,롭 엡스타인|제프리 프리드먼,10018207|10064874,미국,2013-10-17,148,2134,2013-10-24,17208,223975
240, 롤러코스터,20122785,하정우,10087253,한국,2013-10-17,354,27564,2013-10-24,236238,13743
241, 바캉스,20133569,박선욱,20110765,한국,2013-10-17,21,1857,2013-10-24,4566,1144238
242, 밤의 여왕,20123384,김제영,10005652,한국,2013-10-17,312,28595,2013-10-24,232405,507704
243, 백설공주: 또 다른 이야기,20133773,레이첼 골덴버그,10018353,미국,2013-10-17,5,290,2013-10-24,4501,2413489
244, 버터 러버,20134143,짐 필드 스미스,20167544,미국,2013-10-17,5,471,2013-10-24,3565,0
245, 벤다 빌릴리,20133413,리노드 바렛|플로렝 드 라 툴라예,20178900|20178901,프랑스,2013-10-17,2,34,2013-10-24,563,141071
246, 뷰티풀 라이즈,20130061,피에르 살바도리,10085457,프랑스,2013-10-17,12,106,2013-10-24,788,0
247, 비단꽃길,20124052,김정욱,20125808,한국,2013-10-17,7,40,2013-10-24,423,255546
248, 비밀의 아코짱,20133759,카와무라 야스히로,20112233,일본,2013-10-17,5,318,2013-10-24,1231,291614
249, 사랑에 빠진 것처럼,20138604,압바스 키아로스타미,10045373,프랑스,2013-10-17,16,222,2013-10-24,1910,0
250, 잠자는 숲속의 미녀 ,20131041,마리우스 프티파,20181820,영국,2013-10-17,2,38,2013-10-24,100,1505543
251, 킥 애스 2 : 겁없는 녀석들,20137722,제프 와드로,10064682,미국,2013-10-17,142,1970,2013-10-24,12700,818474
252, 테러라인,20133705,로버트 커비슨,20179301,미국,2013-10-17,5,318,2013-10-24,1165,92019
253, 토마스와 친구들: 블루마운틴 미스터리,20133159,그렉 티어넌,20112883,영국,2013-10-17,30,294,2013-10-24,5930,0
254, 파라다이스 러브,20123629,울리히 세이들,10052333,독일,2013-10-17,4,74,2013-10-24,1225,250744
255, 페이머스 파이브 : 키린섬의 비밀,20132382,마이크 마주크,20178560,독일,2013-10-17,30,1135,2013-10-24,7325,411340
256, 화이트 타이거: 최강전차군단,20134162,카렌 샤크나자로브,10073348,러시아,2013-10-17,5,677,2013-10-24,3821,1465
257, 레퀴엠,20133770,다니엘 바렌보임,20121287,독일,2013-10-19,6,45,2013-10-26,104,3910616
258, 캡틴 필립스,20132821,폴 그린그래스,10083439,미국,2013-10-23,281,19778,2013-10-30,186330,1253075
259, 공범,20129606,국동석,10002283,한국,2013-10-24,515,114573,2013-10-31,1032407,1253075
260, 까미유 끌로델,20133141,부르노 뒤몽,20178823,프랑스,2013-10-24,5,105,2013-10-31,966,1253075
261, 내부고발자,20134703,라리사 콘드랙키,20180806,미국,2013-10-24,5,562,2013-10-31,3794,1253075
262, 라 붐,19808057,클로드 피노토,10078443,프랑스,2013-10-24,23,473,2013-10-31,4607,0
263, 말하는 건축 시티:홀,20137584,정재은,10062188,한국,2013-10-24,29,226,2013-10-31,2045,334704
264, 미스터 노바디,20088397,자코 반 도마엘,10059349,캐나다,2013-10-24,22,518,2013-10-31,6160,0
265, 배우는 배우다,20134124,신연식,10040499,한국,2013-10-24,281,19832,2013-10-31,107985,0
266, 어떤 시선,20132807,박정범|신아가|이상철|민용근,10029163|10040487|10055906|10027834,한국,2013-10-24,24,863,2013-10-31,9452,1155506
267, 에어 크래쉬,20134360,리즈 애덤스,20180723,미국,2013-10-24,5,650,2013-10-31,4150,0
268, 코알라,20125527,김주환,20112387,한국,2013-10-24,59,247,2013-10-31,5671,2086
269, 톱스타,20120428,박중훈,10029293,한국,2013-10-24,386,19375,2013-10-31,154714,9788
270, 노브레싱,20138223,조용선,20134129,한국,2013-10-30,572,44704,2013-11-06,334932,0
271, 연애의 기술,20139402,이수성,10056145,한국,2013-10-30,57,966,2013-11-06,8669,0
272, 응징자,20122786,신동엽,20111176,한국,2013-10-30,294,24893,2013-11-06,177677,614009
273, 토르: 다크 월드,20138355,앨런 테일러,10044279,미국,2013-10-30,612,114775,2013-11-06,1270651,1550403
274, 노라노,20130681,김성희,10004664,한국,2013-10-31,25,174,2013-11-07,2019,0
275, 두더지,20113722,소노 시온,10036571,일본,2013-10-31,3,17,2013-11-07,425,469335
276, 맛있는 사랑공식-섹스,20134705,이세일,10056085,한국,2013-10-31,5,290,2013-11-07,960,355020
277, 브로큰 서클,20131461,펠릭스 반 그로에니겐,10083315,벨기에,2013-10-31,6,75,2013-11-07,1344,0
278, 사대명포,20133771,진가상|진소진,10070381|20169733,중국,2013-10-31,5,320,2013-11-07,3060,88726
279, 수호지-불사영웅 석수,20134704,류신의,20167522,중국,2013-10-31,5,320,2013-11-07,3390,65827
280, 원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR,20134374,손석|정치영,20111906|20111931,한국,2013-10-31,37,1172,2013-11-07,7238,65827
281, 저속희극,20121079,팡호청,10082435,홍콩,2013-10-31,3,359,2013-11-07,3461,959016
282, 화이트 고릴라,20134144,안드레스 G. 슈에,20175101,스페인,2013-10-31,75,672,2013-11-07,33843,10996
283, 더 퍼지,20139601,제임스 드모나코,10064017,미국,2013-11-06,189,15120,2013-11-13,129538,1350
284, 동창생,20127595,박홍수,20124307,한국,2013-11-06,589,125671,2013-11-13,838099,147498
285, 붉은 가족,20135405,이주형,20174072,한국,2013-11-06,6,189,2013-11-13,3124,1549350
286, 세이프 헤이븐,20133760,라세 할스트롬,10013865,미국,2013-11-06,108,2360,2013-11-13,34873,0
287, 고집쟁이 딸 ,20131042,프레드릭 에쉬톤,20183155,영국,2013-11-07,1,5,2013-11-14,66,4783
288, 극장판 쥬얼펫: 스위트댄스 프린세스,20133862,사쿠라이 히로아키,10034557,일본,2013-11-07,28,99,2013-11-14,2942,834378
289, 디스커넥트,20134073,헨리 알렉스 루빈,10088764,미국,2013-11-07,110,2189,2013-11-14,22647,11945
290, 무게,20124059,전규환,10061231,한국,2013-11-07,2,53,2013-11-14,733,9920
291, 사랑해! 진영아,20120425,이성은,20111117,한국,2013-11-07,79,670,2013-11-14,4792,2066036
292, 소녀,20134413,최진성,10072781,한국,2013-11-07,73,2326,2013-11-14,18857,2639625
293, 수호지-무사조씨,20135585,류신의,20167522,중국,2013-11-07,5,500,2013-11-14,2510,24481
294, 앤드 오브 워,20134357,다니스 타노비치,10009248,아일랜드,2013-11-07,5,320,2013-11-14,3590,0
295, 야관문: 욕망의 꽃,20138161,임경수,10058461,한국,2013-11-07,87,646,2013-11-14,5952,330
296, 올 이즈 로스트,20132722,J.C 챈더,20157988,미국,2013-11-07,33,961,2013-11-14,8363,0
297, 욕망의 법칙,20135764,사비에르 빌라버드,10059208,스페인,2013-11-07,5,611,2013-11-14,3561,0
298, 텔레비전,20134125,모스타파 사르와르 파루키,20171841,기타,2013-11-07,2,44,2013-11-14,353,38493
299, 투건스,20135343,발타자르 코루마쿠르,10029772,미국,2013-11-07,49,465,2013-11-14,7440,501907
300, 수호지-영웅천하 손립,20135586,황조권,20169162,중국,2013-11-13,5,320,2013-11-20,1270,501907
301, 나폴레옹 토레스전투,20135766,발레리아 사미엔토,10029723,포르투갈,2013-11-14,5,528,2013-11-21,3250,21362
302, 노란 코끼리,20135207,히로키 류이치,10090988,일본,2013-11-14,10,738,2013-11-21,1826,0
303, 더 파이브,20134801,정연식,20167783,한국,2013-11-14,501,47976,2013-11-21,471636,0
304, 데드 엔드,20135602,윤여창,10054393,한국,2013-11-14,0,0,2013-11-21,33,0
305, 러빙 이비자: 섹슈얼아일랜드,20135710,요한 니젠허스,10073179,네덜란드,2013-11-14,4,104,2013-11-21,439,4339
306, 밀레니엄 : 제3부 벌집을 발로 찬 소녀,20124907,다니엘 알프레드슨,10009399,스웨덴,2012-04-05,8,83,2012-04-12,856,126508
307, 별이 빛나는 밤,20113723,수유 린,10037555,대만,2012-04-05,20,140,2012-04-12,2487,0
308, 어머니,20112465,태준식,10079546,한국,2012-04-05,19,473,2012-04-12,2013,606697
309, 온 투어,20113484,마티유 아말릭,10024645,프랑스,2012-04-05,3,93,2012-04-12,1086,606697
310, 코난: 암흑의 시대,20125106,마커스 니스펠,10023966,미국,2012-04-05,195,4209,2012-04-12,31389,708157
311, 헝거게임: 판엠의 불꽃,20124127,게리 로스,10001139,미국,2012-04-05,461,39051,2012-04-12,435988,0
312, 간기남,20124032,김형준,10006353,한국,2012-04-11,332,103609,2012-04-18,510611,0
313, 배틀쉽,20112134,피터 버그,10085782,미국,2012-04-11,649,387879,2012-04-18,1378673,1042166
314, 인류멸망 보고서,20068590,김지운,10005852,한국,2012-04-11,227,34502,2012-04-18,83719,0
315, 로빈슨 주교의 두 가지 사랑,20138931,맥키 앨스톤,20174603,미국,2013-11-14,2,22,2013-11-21,366,0
316, 메탈리카 스루 더 네버,20133863,님로드 안탈,10009107,미국,2013-11-14,27,688,2013-11-21,6683,0
317, 블랙 가스펠,20131245,히즈엠티 선교회,20177881,한국,2013-11-14,134,4172,2013-11-21,35456,11549
318, 사랑은 마법처럼,20134363,발레리 돈젤리,20128169,프랑스,2013-11-14,5,75,2013-11-21,487,15721
319, 스콘드: 잔혹 불륜사,20135442,마크 존스,10024359,미국,2013-11-14,4,238,2013-11-21,308,659511
320, 잉투기,20130482,엄태화,10047368,한국,2013-11-14,92,1472,2013-11-21,11503,41099
321, 진링의 13소녀,20132021,장예모,10060343,중국,2013-11-14,6,50,2013-11-21,1053,0
322, 체브라시카,20111224,나카무라 마코토,10090696,일본,2013-11-14,23,110,2013-11-21,5803,7763
323, 친구 2,20137044,곽경택,10001931,한국,2013-11-14,753,304184,2013-11-21,1864310,0
324, 카운슬러,20133152,리들리 스콧,10019469,미국,2013-11-14,272,16533,2013-11-21,115758,0
325, 터미네이터 2 : 심판의 날 감독판,19918269,제임스 카메론,10064304,미국,2013-11-14,43,1094,2013-11-21,10907,227224
326, 혈적자: 황제암살단,20135765,유위강,10053875,중국,2013-11-14,5,534,2013-11-21,3496,231424
327, 프란체스카 다 리미니,20135273,피에로 파기오니,20184265,미국,2013-11-16,2,16,2013-11-23,135,0
328, 제 5원소 리마스터링 감독판,20135828,뤽 베송,10019011,프랑스,2013-11-20,0,0,2013-11-27,637,0
329, 결혼전야,20136061,홍지영,10089855,한국,2013-11-21,514,56240,2013-11-28,608423,13237
330," 꽃잎, 춤",20135364,이시카와 히로시,10056403,일본,2013-11-21,2,21,2013-11-28,257,378
331, 롤플레이2 : 동침,20136307,이광호,20178440,한국,2013-11-21,2,70,2013-11-28,225,121663
332, 마세티 킬즈,20135464,로버트 로드리게즈,10016605,미국,2013-11-21,20,1279,2013-11-28,3996,7260
333, 사이비,20131263,연상호,10049814,한국,2013-11-21,75,1323,2013-11-28,15549,0
334, 섹스중독자들,20136331,사릭 안드레아시안,20183212,러시아,2013-11-21,5,419,2013-11-28,3762,0
335," 소설, 영화와 만나다",20138461,이상우|박진성|박진석|이진우,20111446|20110918|10029344|10057627,한국,2013-11-21,5,64,2013-11-28,898,510622
336, 완전 소중한 사랑,20138222,김진민,10005907,한국,2013-11-21,60,830,2013-11-28,19121,510622
337, 전망 좋은 하우스 - 관음적 욕망 ,20135922,진달래,20184437,한국,2013-11-21,1,10,2013-11-28,4370,0
338, 청춘정담,20121464,문인수,20136883,한국,2013-11-21,5,33,2013-11-28,372,419613
339, 트릭,20135999,폴 버호벤,10083622,네덜란드,2013-11-21,0,0,2013-11-28,26,292
340, 필스,20135759,J.S 베어드,20182200,영국,2013-11-21,6,208,2013-11-28,837,2082
341, 하늘에서 음식이 내린다면 2,20133701,코디 카메론|크리스 피언,10076183|20180678,미국,2013-11-21,309,11643,2013-11-28,297687,3189455
342, 헝거게임: 캣칭 파이어,20138544,프란시스 로렌스,10084230,미국,2013-11-21,581,74320,2013-11-28,662674,2782456
343, 수호지-의적유당,20135829,류신의,20167522,중국,2013-11-22,4,290,2013-11-29,424,249752
344, 갬빗,20134027,마이클 호프만,10023685,미국,2013-11-28,94,3424,2013-12-05,14126,1559859
345, 극장판 토리코 : 미식신의 스페셜메뉴,20134362,자코 아키후미,20179906,일본,2013-11-28,23,150,2013-12-05,7580,663
346, 논스톱: 분노의 질주,20136498,다니엘 칼파소로,10009437,스페인,2013-11-28,5,499,2013-12-05,3795,0
347, 리딕,20132824,데이빗 토히,10012143,미국,2013-11-28,257,16952,2013-12-05,121807,0
348, 머드 ,20134645,제프 니콜스,20168764,미국,2013-11-28,107,2539,2013-12-05,23834,10935
349, 버틀러: 대통령의 집사,20134268,리 다니엘스,10019262,미국,2013-11-28,169,8928,2013-12-05,90095,76985
350, 붉은 바캉스 검은 웨딩 2,20131109,최위안,10072560,한국,2013-11-28,20,689,2013-12-05,2400,163485
351, 뷰티풀 차일드,20134534,이성수,10056020,한국,2013-11-28,2,109,2013-12-05,465,2139
352, 사랑은 당신,20132661,파올로 비르지,20178565,이탈리아,2013-11-28,7,30,2013-12-05,1182,5927
353, 산타의 매직 크리스탈,20135443,앙티 하이칼라,10023657,벨기에,2013-11-28,101,1560,2013-12-05,31594,0
354, 안녕?! 오케스트라,20132805,이철하,10057717,한국,2013-11-28,47,418,2013-12-05,8380,0
355, 열한시,20124402,김현석,10006261,한국,2013-11-28,477,64960,2013-12-05,625447,0
356, 잉여들의 히치하이킹,20135521,이호재,20168740,한국,2013-11-28,30,607,2013-12-05,6809,0
357, 창수,20110881,이덕희,20111036,한국,2013-11-28,332,50653,2013-12-05,345664,0
358, 카라스: 레블레이션,20136354,사토 케이이치,20173550,일본,2013-11-28,3,30,2013-12-05,210,15386
359, 테레사 팔머의 감금,20135838,데이비드 데닌,20182583,호주,2013-11-28,4,635,2013-12-05,3480,0
360, 하루,20134651,마키하라 료타로,10046602,일본,2013-11-28,11,669,2013-12-05,1801,0
361, 호세마리아 신부의 길,20134104,롤랑 조페,10018098,미국,2013-11-28,5,58,2013-12-05,1024,0
362, 푸셔: 파이널 프로젝트,20129096,루이스 프리에토,20121454,영국,2013-12-04,5,160,2013-12-11,370,648625
363, 극장판 슈타인즈 게이트: 부하영역의 데자뷰,20135769,와카바야시 칸지,20182337,일본,2013-12-05,20,738,2013-12-12,4232,201
364, 글로리아,20135462,세바스티안 렐리오,20181840,칠레,2013-12-05,12,295,2013-12-12,3954,1400
365, 동사서독 리덕스,20088535,왕가위,10051499,홍콩,2013-12-05,37,637,2013-12-12,3633,1915
366, 스파이크,20135368,다비드 알로|에릭 토스티,20175349|10048293,프랑스,2013-12-05,69,768,2013-12-12,18606,0
367, 어바웃 타임,20135428,리차드 커티스,10020263,영국,2013-12-05,442,66278,2013-12-12,907839,1425278
368, 여자가 사랑할때,20136291,까뜨린느 꼬르시니,10006580,프랑스,2013-12-05,6,61,2013-12-12,162,1863136
369, 영 앤 뷰티풀,20135366,프랑소와 오종,10084405,프랑스,2013-12-05,21,408,2013-12-12,3677,1863136
370, 오싱,20135367,토가시 신,10080008,일본,2013-12-05,224,5190,2013-12-12,69261,15264
371, 이스케이프 플랜,20135370,미카엘 하프스트롬,10027611,미국,2013-12-05,258,18880,2013-12-12,204885,17
372, 인시디어스: 두번째 집,20135657,제임스 완,10064265,미국,2013-12-05,330,47414,2013-12-12,389933,644520
373, 컴퍼니 유 킵,20134658,로버트 레드포드,10016593,미국,2013-12-05,23,133,2013-12-12,2079,0
374, 코비: 블루 엘리펀트의 전설,20135365,타위랍 스리우티윙스,20181653,태국,2013-12-05,60,885,2013-12-12,18405,0
375," 페어웰, 마이 퀸",20138101,브누와 쟉꼬,10031718,프랑스,2013-12-05,24,944,2013-12-12,5502,5792
376, 화려한 외출,20134233,고경아,10001439,한국,2013-12-05,20,1793,2013-12-12,4852,2855
377, 집으로 가는 길,20134123,방은진,10029969,한국,2013-12-11,601,90148,2013-12-18,1097613,28182
378, 그 강아지 그 고양이,20137526,민병우,10027799,한국,2013-12-12,31,702,2013-12-19,3921,49813
379, 비밀의 화방,20136739,진달래,20184437,한국,2013-12-12,5,690,2013-12-19,4090,0
380, 오피서 다운,20136740,브라이언 밀러,20184452,미국,2013-12-12,5,282,2013-12-19,1118,749146
381, 운명의 산 낭가 파르밧,20134142,요셉 빌스마이어,10051713,독일,2013-12-12,5,55,2013-12-19,525,115878
382, 풍경,20130982,장률,10060143,한국,2013-12-12,10,59,2013-12-19,1026,0
383, 프라미스드 랜드 ,20138272,구스 반 산트,10002176,미국,2013-12-12,50,1170,2013-12-19,12509,0
384, 플래티나 데이터,20136615,오오토모 케이시,20124116,일본,2013-12-12,6,430,2013-12-19,2364,0
385, 호빗: 스마우그의 폐허,20134267,피터 잭슨,10085973,미국,2013-12-12,747,139601,2013-12-19,1264618,0
386, 화양: 당대최고수전,20136814,주미령,10069015,대만,2013-12-12,5,662,2013-12-19,4634,618520
387, 러브액츄얼리: 크리스마스 에디션,20136810,리차드 커티스,10020263,미국,2013-12-18,48,1005,2013-12-25,22895,403857
388, 비버,20112884,조디 포스터,10065670,미국,2012-04-12,26,537,2012-04-19,3492,7097
389, 열두살 샘,20125026,구스타보 론,20128109,스페인,2012-04-12,13,169,2012-04-19,3107,0
390, 이민자,20124942,크리스 웨이츠,10077177,미국,2012-04-12,16,135,2012-04-19,2131,12496
391, 더 박스,20098164,리처드 켈리,10020265,미국,2012-04-19,14,319,2012-04-26,2955,337161
392, 듀엣,20125526,이상빈,10055857,한국,2012-04-19,7,45,2012-04-26,472,8188
393, 변호인,20134803,양우석,20167784,한국,2013-12-18,591,119949,2013-12-25,3114652,0
394, 봉배도저,20136808,딩성,20187186,중국,2013-12-18,5,170,2013-12-25,380,30912
395, 캐치미,20139981,이현종,10058117,한국,2013-12-18,393,29488,2013-12-25,404415,802
396, 그렇게 아버지가 된다,20133704,고레에다 히로카즈,20070799,일본,2013-12-19,39,2152,2013-12-26,31013,0
397, 다이노소어 어드벤처 3D,20134984,베리 쿡|닐 나이팅게일,10030925|20187185,미국,2013-12-19,294,11259,2013-12-26,367090,0
398, 로렌스 애니웨이,20134047,자비에 돌란,20115444,캐나다,2013-12-19,24,596,2013-12-26,6838,590746
399, 미녀전쟁,20136917,임진승,20124877,한국,2013-12-19,4,221,2013-12-26,521,269643
400, 비행기,20136308,클레이 홀,20169870,미국,2013-12-19,331,10897,2013-12-26,156951,38987
401, 세이빙 산타,20135427,레온 주센|아론 실먼,20181780|10041645,영국,2013-12-19,232,10624,2013-12-26,179062,0
402," 시바, 인생을 던져",20134474,이성규,20111802,한국,2013-12-19,4,176,2013-12-26,1870,0
403, 오르가즘,20136857,조 솔,10065075,스페인,2013-12-19,5,657,2013-12-26,4746,0
404, 와일드 빌,20130704,덱스터 플레처,10012399,영국,2013-12-19,8,989,2013-12-26,1499,0
405, 완전범죄 프로젝트,20135919,애드리언 그런버그,20185740,미국,2013-12-19,4,160,2013-12-26,370,24595
406, 포스터,20136916,조나단 뉴먼,20185472,영국,2013-12-19,4,170,2013-12-26,520,50954
