,movie_name,movie_code,director_name,director_code,director_average,nation,release_date,day1_date,day1_screen,day1_audience,day14_date,day14_audience,actor
79, 그랑블루 리마스터링 감독판,20130252,뤽 베송,10019011,249530,프랑스,2013-07-25,2013-07-25,33,793,2013-08-07,12620,장 르노|장 마크 바|로잔나 아퀘트
90, 스프링 브레이커스,20138955,하모니 코린,10086841,0,미국,2013-07-25,2013-07-25,1,49,2013-08-07,468,제임스 프랭코|셀레나 고메즈|바네사 허진스|애슐리 벤슨
130, 나우 유 씨 미 : 마술사기단,20138881,루이스 리테리어,10018639,1045768,미국,2013-08-22,2013-08-22,484,146606,2013-09-04,2313868,제시 아이젠버그|마크 러팔로|우디 해럴슨|멜라니 로랑|아일라 피셔|데이브 프랑코|마이클 케인|모건 프리먼
148, 달팽이의 별,20100752,이승준,10056267,777,한국,2012-03-22,2012-03-22,33,699,2012-04-04,10928,조영찬|김순호
214, 리골레토,20135272,마이클 메이어,20179063,0,미국,2013-09-28,2013-09-28,2,61,2013-10-11,478,저스틴 팀버레이크|벤 애플렉|젬마 아터튼
128, 전쟁과 한 여자,20134063,이노우에 준이치,10055036,0,일본,2013-08-15,2013-08-15,2,70,2013-08-28,582,에구치 노리코|나가세 마사토시
154, 언터처블: 1%의 우정,20124142,올리비에르 나카체|에릭 토레다노,20126649|20126650,40321,프랑스,2012-03-22,2012-03-22,311,46216,2012-04-04,1046006,프랑수아 클뤼제|오마 사이
165, 탱고 위드 미,20130705,프레더릭 폰테인,10084857,16116,벨기에,2013-08-29,2013-08-29,7,145,2013-09-11,2116,프랑소아 다미앙|앤느 폴리세비치|세르지 로페즈|잔 해멘넥커
155, 콘트라밴드,20124873,발타자르 코루마쿠르,10029772,169993,미국,2012-03-22,2012-03-22,173,6742,2012-04-04,52743,마크 월버그|케이트 베킨세일
198, 아브라함 링컨 VS 좀비 ,20132966,리차드 쉔크만,10020134,0,미국,2013-09-20,2013-09-20,1,680,2013-10-03,5510,빌 오버스트 주니어|켄트 이글하트
209, 체온 ? 그녀의 온도,20132794,타카오미 오가타,20178608,800,일본,2013-09-26,2013-09-26,5,371,2013-10-09,1591,사쿠라기 린|이시자키 차베타로
163, 잡스,20139265,조슈아 마이클 스턴,10066325,0,미국,2013-08-29,2013-08-29,400,33062,2013-09-11,223391,애쉬튼 커처|조시 게드|더못 멀로니|매튜 모딘
93, 페르소나,20136821,잉마르 베리만,10059012,3727,스웨덴,2013-07-25,2013-07-25,1,69,2013-08-07,960,리브 울만|비비 안데르손
139, 일대종사,20139072,왕가위,10051499,80668,중국,2013-08-22,2013-08-22,190,8790,2013-09-04,85455,양조위|장쯔이|송혜교|장첸
197, 러시안 소설,20127526,신연식,10040499,36766,한국,2013-09-19,2013-09-19,11,227,2013-10-02,3749,강신효|경성환|김인수|김정석|양성규|이규태|이도연|이유미|최종률
149, 밀레니엄 : 제2부 불을 가지고 노는 소녀,20124906,다니엘 알프레드슨,10009399,2457,스웨덴,2012-03-22,2012-03-22,5,56,2012-04-04,1358,누미 라파스|미카엘 니크비스트
107, 나에게서 온 편지,20139825,카린느 타르디유,10073655,0,프랑스,2013-08-08,2013-08-08,17,411,2013-08-21,7330,줄리엣 곰버트|안나 르마르샹|아그네스 자우이|드니 포달리데스|이자벨 까레
138, 비바 프랑스,20131204,미카엘 윤,20172681,0,프랑스,2013-08-22,2013-08-22,6,578,2013-09-04,2045,미카엘 윤|호세 가르시아
98, 설국열차,20126674,봉준호,10031641,3618076,한국,2013-08-01,2013-08-01,936,601029,2013-08-14,7145121,크리스 에반스|송강호|에드 해리스|존 허트|틸다 스윈튼|제이미 벨|옥타비아 스펜서|이완 브렘너|고아성|알리슨 필|허찬
167, 할매-시멘트정원,20137561,김지곤,20128778,755,한국,2013-08-29,2013-08-29,1,5,2013-09-11,54,프랑소아 다미앙|앤느 폴리세비치|세르지 로페즈|잔 해멘넥커
174, 블링 링,20130708,소피아 코폴라,10036760,41464,미국,2013-09-05,2013-09-05,29,567,2013-09-18,4859,엠마 왓슨|케이티 창|이스라엘 부르사드
265, 까미유 끌로델,20133141,부르노 뒤몽,20178823,0,프랑스,2013-10-24,2013-10-24,5,105,2013-11-06,1661,줄리엣 비노쉬|장 뤽 뱅상
193, 아메리칸 배틀쉽,20132742,썬더 레빈,10035733,1,미국,2013-09-16,2013-09-16,2,520,2013-09-29,4882,칼 웨더스
200, 짓,20122466,한종훈,10087738,0,한국,2013-09-25,2013-09-25,148,2467,2013-10-08,23052,서은아|서태화|김희정|장윤경|류호장|송대중|이수희|손진호|곽민호
182, 포가튼 : 잊혀진 소녀,20130667,알렉스 슈미트,20176340,0,독일,2013-09-05,2013-09-05,10,138,2013-09-18,1784,미나 탄더|카타리나 탈바흐|로라 드 보어
203, 로미오와 줄리엣,20131043,케네스 맥밀란,20179054,2177,영국,2013-09-26,2013-09-26,2,20,2013-10-09,371,모드 사매드|자얀타 다스
168, 2 데이즈 인 뉴욕,20130703,줄리 델피,10069302,27490,프랑스,2013-08-29,2013-08-29,19,390,2013-09-11,4973,줄리 델피|크리스 록|알버트 델피|알렉상드르 나혼
187, 부에노스 아이레스에서 사랑에 빠질 확률,20131281,구스타보 타레토,20177680,0,아르헨티나,2013-09-12,2013-09-12,10,247,2013-09-25,11984,하비에르 드롤라스|피욜라 로페즈 드 아야라
119, 슈퍼윙스 3D,20130569,올가 로패토,20176142,0,러시아,2013-08-14,2013-08-14,128,4023,2013-08-27,42471,힐러리 더프|조쉬 더하멜
122, 퍼시픽 모비딕,20131244,트레이 스톡스,20178022,0,미국,2013-08-14,2013-08-14,4,250,2013-08-27,5100,배리 보스트윅|르네 오코널|아담 그림스
132, 드리프트,20130448,벤 노트|모건 오닐,10031100|20171580,0,호주,2013-08-22,2013-08-22,3,118,2013-09-04,1924,샘 워싱턴|자비에르 사무엘|마일리스 폴라드
191, 우리 선희,20137041,홍상수,10089497,68027,한국,2013-09-12,2013-09-12,38,2129,2013-09-25,43641,정유미|이선균|김상중|정재영|이민우|예지원|박주희
169, 개똥이,20120109,김병준,20167143,776,한국,2013-09-05,2013-09-05,6,29,2013-09-18,613,송삼동|이은경|이설구|이준상|전아름|정성훈|정지운|고기훈|최성림|최성식|김병준|최윤석|박성준|박기륭|지대한|손일성
105, 명탐정 코난 : 수평선상의 음모,20058720,야마모토 야스이치로,20115431,343877,일본,2013-08-07,2013-08-07,282,20161,2013-08-20,370185,타카야마 미나미|야마자키 와카나|카미야 아키라
212, 호비와 후후의 대모험: 무지개꽃을 구하라,20132381,히라바야시 이사무,20178567,12208,일본,2013-09-26,2013-09-26,36,643,2013-10-09,13752,보라 알타스|에르달 베식시오글루|툴린 오젠
117, 세상의 끝까지 21일,20134061,로렌 스카파리아,10016199,0,미국,2013-08-14,2013-08-14,6,303,2013-08-27,14314,키이라 나이틀리|스티브 카렐
131, 드리프트,20130448,벤 노트|모건 오닐,10031100|20171580,0,호주,2013-08-22,2013-08-22,3,118,2013-09-04,1924,샘 워싱턴|자비에르 사무엘|마일리스 폴라드
210, 투 타이거,20132087,산드로 세카,20178208,0,이탈리아,2013-09-26,2013-09-26,1,510,2013-10-09,5460,안드레아 오스바트|셀레나 쿠
114," 가자, 장미여관으로",20130662,신정균,10040579,1372,한국,2013-08-14,2013-08-14,2,180,2013-08-27,8157,성은채|장성원|여민정
261, 화이트 타이거: 최강전차군단,20134162,카렌 샤크나자로브,10073348,0,러시아,2013-10-17,2013-10-17,5,677,2013-10-30,5058,알렉세이베르트코프
228, 히어로,20136059,김봉한|임경택,10004369|10058467,383336,한국,2013-10-08,2013-10-08,38,428,2013-10-21,22692,오정세|박철민|정은표|신지수|배호근|백소미|서인한|송영훈|안성원|이용동|이현모|류현|황순영|문희경|손병호
202, 가투의 연날리기,20135584,라잔 코사,20168800,0,인도,2013-09-26,2013-09-26,2,6,2013-10-09,245,모드 사매드|자얀타 다스
257, 잠자는 숲속의 미녀 ,20131041,마리우스 프티파,20181820,0,영국,2013-10-17,2013-10-17,2,38,2013-10-30,177,카세 료|타카나시 린|오쿠노 타다시
136, 방독피,20100793,김곡|김선,10003598|10004500,305384,한국,2013-08-22,2013-08-22,1,4,2013-09-04,582,장리우|박지환|조영진|임수아|잇을|장현남|정병욱|정섬|정지선|정훈|조문식|조아라|지연|진지현|최기수|김경민|김경민|한동수|한휘수|홍경원|홍두현|홍준원|황인태|김은희|박성미|박성미|박지원|오태호
177, 시체 전문 처리반 - 스머글러,20131941,이시이 카츠히토,10056380,2096,일본,2013-09-05,2013-09-05,6,375,2013-09-18,1641,츠마부키 사토시|나가세 마사토시|안도 마사노부|마츠유키 야스코|미츠시마 히카리
190, 슈퍼배드 2,20122089,크리스 리노드|피에르 꼬팽,20112359|20100020,2327806,미국,2013-09-12,2013-09-12,303,6262,2013-09-25,727178,알 파치노|스티브 카렐|미란다 코스그로브|태연|서현
120, 언어의 정원,20139083,신카이 마코토,10040653,937888,일본,2013-08-14,2013-08-14,54,3792,2013-08-27,42232,이리노 미유|하나자와 카나|히라노 후미
196, 프리버즈: 밍쿠와 찌아의 도시 대탈출,20131001,다니엘 드 필립포|구스타보 지아니니,10086400|20176920,0,아르헨티나,2013-09-17,2013-09-17,133,2342,2013-09-30,41926,마리아노 마르티네즈|루이사나 로필라토|김민국|송지아
243, 그래비티,20139221,알폰소 쿠아론,10045281,548488,미국,2013-10-17,2013-10-17,605,110996,2013-10-30,1924914,산드라 블록|조지 클루니
233, 화이: 괴물을 삼킨 아이,20123383,장준환,10060507,73132,한국,2013-10-09,2013-10-09,734,360280,2013-10-22,2012934,여진구|김윤석|조진웅|장현성|김성균|박해준|임지은|남지현|설우신|이성|이태종|한진|홍준표|유연석|이준혁|박진우|한주완|서영화|이진성|장인섭|손강국
272, 어떤 시선,20132807,박정범|신아가|이상철|민용근,10029163|10040487|10055906|10027834,255520,한국,2013-10-24,2013-10-24,24,863,2013-11-06,18378,임성철|길해연|박주희|김한주|이영석|황재원|김동현|공명|황정민
218, 소원,20134582,이준익,10057485,0,한국,2013-10-02,2013-10-02,609,91705,2013-10-15,1846077,설경구|엄지원|이레|김해숙|김상호|라미란|양진성|이승택|하진|조복래
206, 스트레인저 인사이드,20132881,아담 네우츠키-불프,20178960,0,덴마크,2013-09-26,2013-09-26,5,380,2013-10-09,1521,사라 버틀러|윌리엄 볼드윈|에스텔라 워렌
180, 콜드 워,20131713,써니 럭|렁록만,20178040|20178041,2624,홍콩,2013-09-05,2013-09-05,18,396,2013-09-18,2306,곽부성|양가휘|유덕화|펑위옌|이치정
156, 해로 (偕老),20111074,최종태,10072725,510604,한국,2012-03-22,2012-03-22,18,208,2012-04-04,3211,주현|예수정|이태구|정은옥|정택준|최부경|최진영|최진영|이상구|이상준|배준성|유상현|유승호|이경자|우현
171, 더블샤크,20131401,크리스토퍼 레이,20120079,86,미국,2013-09-05,2013-09-05,5,330,2013-09-18,5650,카르멘 엘렉트라
151, 스페이스 독,20124939,이나 예블라니코바|스비야토슬라브 우샤코프 ,10048638|20127323,0,러시아,2012-03-22,2012-03-22,56,232,2012-04-04,36207,엘레나 야코블레바|안나 볼쇼바
235, 디어 한나,20113485,패디 콘시딘,10082446,0,영국,2012-03-29,2012-03-29,10,345,2012-04-11,6527,피터 뮬란|올리비아 콜만|에디 마산
179, 콜드 워,20131713,써니 럭|렁록만,20178040|20178041,2624,홍콩,2013-09-05,2013-09-05,18,396,2013-09-18,2306,곽부성|양가휘|유덕화|펑위옌|이치정
225, 어떤 여인의 고백,20131862,아틱 라히미,10041820,0,프랑스,2013-10-03,2013-10-03,8,203,2013-10-16,1986,골시프테 파라하니
143, R.I.P.D. : 알.아이.피.디.,20138421,로베르트 슈벤트케,10016782,399416,미국,2013-08-22,2013-08-22,260,13515,2013-09-04,101136,라이언 레놀즈|제프 브리지스|케빈 베이컨|메리-루이스 파커
146, 가을 소나타,20070396,잉마르 베리만,10059012,3807,스웨덴,2012-03-22,2012-03-22,1,44,2012-04-04,919,잉그리드 버그만|리브 울만
207, 아유레디?,20138482,허원,10088237,275575,한국,2013-09-26,2013-09-26,19,288,2013-10-09,8201,장광|고형원|성현경
267, 라 붐,19808057,클로드 피노토,10078443,62679,프랑스,2013-10-24,2013-10-24,23,473,2013-11-06,6723,소피 마르소|클로드 브라세|브리지트 포세이
166, 할매,20126528,김지곤,20128778,1399,한국,2013-08-29,2013-08-29,1,5,2013-09-11,240,프랑소아 다미앙|앤느 폴리세비치|세르지 로페즈|잔 해멘넥커
232, 에코 플래닛 3D : 지구 구출 특급 대작전,20132601,콤핀 켐군니르드,20115754,221,태국,2013-10-09,2013-10-09,182,12785,2013-10-22,32869,마이클 더글라스|맷 데이먼|스콧 바큘라
192, 퍼시 잭슨과 괴물의 바다,20137562,쏘어 프류덴탈,10040954,0,미국,2013-09-12,2013-09-12,380,12304,2013-09-25,475355,로건 레먼|알렉산드리아 다다리오|브랜든 T. 잭슨
253, 뷰티풀 라이즈,20130061,피에르 살바도리,10085457,129645,프랑스,2013-10-17,2013-10-17,12,106,2013-10-30,879,오드리 토투|나탈리 베이
175, 섹슈얼 어딕션 : 꽃잎에 느껴지는 쾌락과 통증,20132461,잘만 킹,10059601,100051,미국,2013-09-05,2013-09-05,18,720,2013-09-18,884,말레나 모건
216, 댄서김의 은밀한 교수법,20133570,신혜성,20166836,64,한국,2013-10-02,2013-10-02,1,120,2013-10-15,1556,김기수|이종서
287, 브로큰 서클,20131461,펠릭스 반 그로에니겐,10083315,0,벨기에,2013-10-31,2013-10-31,6,75,2013-11-13,1761,벨 배턴스|요한 헬덴베르그
299, 세이프 헤이븐,20133760,라세 할스트롬,10013865,51719,미국,2013-11-06,2013-11-06,108,2360,2013-11-19,37613,조쉬 더하멜|줄리안 허프|코비 스멀더스
188, 섀도우 헌터스: 뼈의 도시,20129588,해럴드 즈워트,10086779,146362,미국,2013-09-12,2013-09-12,352,34177,2013-09-25,527593,릴리 콜린스|제이미 캠벨 바우어|케빈 지거스|제미마 웨스트|레나 헤디|조나단 리스 마이어스
164, 짚의 방패,20131202,미이케 다카시,10027427,89906,일본,2013-08-29,2013-08-29,30,1186,2013-09-11,4545,후지와라 타츠야|오사와 타카오|마츠시마 나나코
173, 바람이 분다,20132082,미야자키 하야오,10027387,597956,일본,2013-09-05,2013-09-05,274,12191,2013-09-18,102570,안노 히데아키|타키모토 미오리
208, 애프터 루시아,20131691,미셸 프랑코,20178023,6067,멕시코,2013-09-26,2013-09-26,7,91,2013-10-09,1798,테사 라|헤르난 멘도자
215, 깡철이,20123381,안권태,10042824,2405731,한국,2013-10-02,2013-10-02,700,134531,2013-10-15,1155438,유아인|김해숙|김정태|김성오|정유미|이시언|신정근|손희정|신경주|신창수|이동연|이동훈|이승민|이태영|길정환|하수진|한상현|이도겸|김인우|장태성
183, 마리아 스투아르다,20135271,데이비드 맥비카,20178821,0,미국,2013-09-07,2013-09-07,2,49,2013-09-20,287,미나 탄더|카타리나 탈바흐|로라 드 보어
280, 연애의 기술,20139402,이수성,10056145,3070,한국,2013-10-30,2013-10-30,57,966,2013-11-12,8725,홍수아|서지석|한수아|주아성|성지영|송윤아|오승진|이종우|이진솔|김명곤
255, 비밀의 아코짱,20133759,카와무라 야스히로,20112233,39585,일본,2013-10-17,2013-10-17,5,318,2013-10-30,1546,아야세 하루카|오카다 마사키
159, 아티스트 봉만대,20131206,봉만대,10031639,221132,한국,2013-08-29,2013-08-29,131,1380,2013-09-11,13652,봉만대|곽현화|성은|이파니|류재영|이선호
220, 정글번치 : 빙산으로의 귀환,20128079,다비드 알로|에릭 토스티,20175349|10048293,25158,프랑스,2013-10-02,2013-10-02,126,1493,2013-10-15,55992,안젤라 베이비|조우정|김범|풍소봉
237, 시체가 돌아왔다,20124051,우선호,10052136,0,한국,2012-03-29,2012-03-29,402,47998,2012-04-11,803974,이범수|류승범|김옥빈|정만식|유다인|신정근|고창석|정인기|오정세|배정남|최동헌|김병오|최태환|박혜인|서성만|윤석진|손종학
201, 퍼펙트,20131241,닐스 아르덴 오플레브,20125859,3033,미국,2013-09-25,2013-09-25,115,2775,2013-10-08,17780,콜린 파렐|테렌스 하워드|누미 라파스|도미닉 쿠퍼|이자벨 위페르
246, 러브레이스,20058701,롭 엡스타인|제프리 프리드먼,10018207|10064874,0,미국,2013-10-17,2013-10-17,148,2134,2013-10-30,18703,아만다 사이프리드|샤론 스톤|제임스 프랭코|피터 사스가드|아담 브로디|주노 템플
231, 쇼를 사랑한 남자,20132481,스티븐 소더버그,10039429,258824,미국,2013-10-09,2013-10-09,11,719,2013-10-22,9647,마이클 더글라스|맷 데이먼|스콧 바큘라
221, 정글번치 : 빙산으로의 귀환,20128079,다비드 알로|에릭 토스티,20175349|10048293,25158,프랑스,2013-10-02,2013-10-02,126,1493,2013-10-15,55992,안젤라 베이비|조우정|김범|풍소봉
194, 컨저링,20131381,제임스 완,10064265,1033287,미국,2013-09-17,2013-09-17,304,81130,2013-09-30,1611254,베라 파미가|패트릭 윌슨|릴리 테일러
270, 배우는 배우다,20134124,신연식,10040499,10260,한국,2013-10-24,2013-10-24,281,19832,2013-11-06,111672,이준|서영희|강신효|서범석|이화시|기주봉|오광록|마동석|양동근|김형준|손용화|신연식|안상우|윤승준|이세희|고승효|임효정|장채린|정장환|김태은|조소현|최한철|한명수|박귀현
252, 벤다 빌릴리,20133413,리노드 바렛|플로렝 드 라 툴라예,20178900|20178901,0,프랑스,2013-10-17,2013-10-17,2,34,2013-10-30,899,휴 잭맨|제니퍼 가너
262, 캡틴 필립스,20132821,폴 그린그래스,10083439,996303,미국,2013-10-23,2013-10-23,281,19778,2013-11-05,227226,톰 행크스|캐서린 키너
249, 백설공주: 또 다른 이야기,20133773,레이첼 골덴버그,10018353,1,미국,2013-10-17,2013-10-17,5,290,2013-10-30,5001,엘리자 베넷|제인 마치
219, 적인걸2 : 신도해왕의 비밀,20132262,서극,10035347,100032,중국,2013-10-02,2013-10-02,169,5539,2013-10-15,45444,안젤라 베이비|조우정|김범|풍소봉
172, 뫼비우스,20139461,김기덕,10003696,84505,한국,2013-09-05,2013-09-05,123,4959,2013-09-18,33505,조재현|서영주|이은우|이정훈|장철민
