,movieNm,movie_code,nations,distribution,rate,genre,director,actor,cast
129,"혜원아, 사랑해",20113991,한국,양전프로덕션,청소년관람불가,미스터리|멜로/로맨스,김기현,정재연|현재성|김영식|이현욱,트럭운전사|진우역
130,지크프리트,20124362,미국,(주)인스터피씨엠,전체관람가,공연|다큐멘터리,로베르트 르빠쥬,정재연|현재성|김영식|이현욱,트럭운전사|진우역
131,밀레니엄 : 제3부 벌집을 발로 찬 소녀,20124907,스웨덴|덴마크|독일,팝엔터테인먼트,청소년관람불가,범죄|스릴러,다니엘 알프레드슨,미카엘 니크비스트|누미 라파스|레나 엔드레,
132,별이 빛나는 밤,20113723,대만|중국|홍콩,씨제이 씨지브이(CJ CGV)(주),전체관람가,드라마,수유 린,서교|임휘민|유약영|유징경,메이|제이|엄마|아빠
133,어머니,20112465,한국,㈜인디스토리,12세이상관람가,다큐멘터리,태준식,이소선,
134,온 투어,20113484,프랑스,(주)씨타마운틴픽쳐스,청소년관람불가,드라마,마티유 아말릭,마티유 아말릭|미란다 콜클라슈어|줄리 페리어,미미 르 모
135,철권: 블러드 벤전스,20125388,일본,(주)도키엔터테인먼트,15세이상관람가,애니메이션|액션,모우리 요이치,사카모토 마아야|마츠오카 유키|미야노 마모루,린 샤오유|엘리사 보스코노비치|카미야 신
136,코난: 암흑의 시대,20125106,미국,씨제이이앤엠(주),청소년관람불가,판타지|액션,마커스 니스펠,제이슨 모모아|레이첼 니콜스|스티븐 랭|론 펄먼|로즈 맥고완,코난|타마라|코린|마리큐
137,헝거게임: 판엠의 불꽃,20124127,미국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,액션|드라마|SF,게리 로스,제니퍼 로렌스|조쉬 허처슨|리암 헴스워스|엘리자베스 뱅크스,캣니스 에버딘|피타 멜라크|게일 호손|에피 트링켓
138,간기남,20124032,한국,(주)쇼박스,청소년관람불가,코미디|스릴러,김형준,박희순|박시연|주상욱|김정태|이한위|이광수|박희순|차수연|전승환|차종호|이상헌|신현탁|김강일|김윤성,강선우|김수진|한길로|서형사|사반장|기풍|블량청소년남|거지|야식배달원|아들뻘 남|최익환 과장|이진국
139,배틀쉽,20112134,미국,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,SF|액션,피터 버그,리암 니슨|테일러 키취|알렉산더 스카스가드|브룩클린 데커|리한나,셰인|알렉스 하퍼|스톤 하퍼|사만다|코라 레익스
140,인류멸망 보고서,20068590,한국,롯데쇼핑㈜롯데엔터테인먼트|타임스토리그룹(주),15세이상관람가,SF,김지운,류승범|김강우|송새벽|송영창|김규리|고준희|진지희|류승수|윤세아|조윤희|임근호|임형주|정우|최덕문|윤제문|김뢰하,seg. 천상의 피조물 - 강회장|seg. 해피버스데이 - 엄마|동승|승려|중동 |멋진 신세계 - 주방장|seg. 멋진 신세계 - 주제문 |seg. 멋진 신세계 - 아빠 
141,비버,20112884,미국,(주)나이너스엔터테인먼트,12세이상관람가,코미디|드라마,조디 포스터,멜 깁슨|조디 포스터|안톤 옐친|제니퍼 로렌스,
142,열두살 샘,20125026,스페인|영국,(주)미디어데이,12세이상관람가,드라마,구스타보 론,벤 채플린|알렉스 에텔|에밀리아 폭스,
143,이민자,20124942,미국,판씨네마(주),12세이상관람가,드라마,크리스 웨이츠,데미안 비쉬어|호세 줄리안|낸시 레니한,카를로스 리켈므|루일스 갈린도|미시즈 도넬리
144,천국의 전쟁,20048736,멕시코|벨기에|프랑스|독일,(주)월드시네마,청소년관람불가,드라마,카를로스 레이가다스,마르코스 헤르난데즈|아나폴라 무시카디즈|베르타 루이즈|로잘린다 라미레즈,마르코스|안나
145,O의 정사2,20125931,일본,(유)조이앤컨텐츠그룹,청소년관람불가,성인물(에로)|멜로/로맨스|드라마,카타오카 슈지,마르코스 헤르난데즈|아나폴라 무시카디즈|베르타 루이즈|로잘린다 라미레즈,마르코스|안나
146,섹스 콜렉터 2,20125932,일본,(유)조이앤컨텐츠그룹,청소년관람불가,멜로/로맨스,에노모토 토시로,가스미 카호|가와죠에 히로유키,미사키|마사시
147,"실종, 어느날납치된소녀",20125968,일본,(유)조이앤컨텐츠그룹,청소년관람불가,범죄|드라마,조조 히데오 / 죠죠 히데오,카에데|후지시로 메이,
148,"실종, 완벽한 사육",20125933,일본,(유)조이앤컨텐츠그룹,청소년관람불가,멜로/로맨스,후지와라 켄이치,나가사와 츠구미|치바 나오유키,
149,더 박스,20098164,미국,(주)시너지하우스 (시너지),15세이상관람가,스릴러,리처드 켈리,카메론 디아즈|제임스 마스던|프랭크 란젤라|제임스 레브혼|홈즈 오스본|질리안 제이콥스|셀리아 웨스턴,
150,듀엣,20125526,한국,(주)영화사 조제,전체관람가,드라마,이상빈,고아성|제임스 페이지|장윤정|최두원,낸시|주드|THE ANFIELD GUEST HOUSE|낸시 남자친구
151,로봇,20111825,인도,프리비젼엔터테인먼트,15세이상관람가,SF|코미디|액션,S. 샹카르,라지니칸트|아이쉬와라 라이|대니 덴종파,
152,리그렛,20125335,프랑스,예지림엔터테인먼트,청소년관람불가,멜로/로맨스|드라마,세드릭 칸,이반 아탈|발레리아 브루니 테데스키|아를리 호베르|필리프 카터린느|프랑수와 네그레뜨,
153,멋진 악몽,20125286,일본,(주)씨타마운틴픽쳐스,전체관람가,코미디|드라마,미타니 코키,후카츠 에리|니시다 토시유키|나카이 키이치|다케우치 유코|아베 히로시,
154,시간의 숲,20125746,한국,씨제이이앤엠(주),12세이상관람가,다큐멘터리,송일곤,박용우|타카기 리나,
155,"아내, 애인 그리고 맛있는 섹스",20125808,콜롬비아,(주)소나무픽쳐스,청소년관람불가,드라마|멜로/로맨스,구아타보 니에토 로아,말론 모레노|카리나 모라,로베르토|폴라 
156,애딕티드,20125966,프랑스,(주)컴퍼니엘,청소년관람불가,멜로/로맨스|드라마,호르모즈,휴버트 벤함딘|카롤린 뒤세,
157,점프 아쉰,20125207,대만,찬란,15세이상관람가,드라마,린 유쉰,펑위옌|임진희,
158,크레이지 호스,20125046,미국|프랑스,골든타이드픽처스(주),청소년관람불가,다큐멘터리,프레데릭 와이즈만,데이지 블루|필리프 카터린느,
159,킹메이커,20125126,미국,(주)시너지하우스 (시너지),15세이상관람가,드라마,조지 클루니,라이언 고슬링|조지 클루니|필립 세이모어 호프만|폴 지아마티|마리사 토메이|에반 레이첼 우드,스티븐 마이어스|거버너 마이크 모리스
160,픽쳐 미 : 모델 다이어리,20125726,미국,㈜크래커픽쳐스,15세이상관람가,다큐멘터리,올레 쉘|사라 지프,사라 지프|칼 라거펠드,
161,하늘이 보내준 딸,20125307,인도,(주)싸이더스,전체관람가,가족,비자이,치얀 비크람,
162,하트 브레이커,20113201,프랑스,씨너스엔터테인먼트(주),15세이상관람가,코미디|멜로/로맨스,파스칼 쇼메유,로맹 뒤리스|바네사 파라디|줄리 페리어,
163,에로틱 사이렌,20125935,일본,(유)조이앤컨텐츠그룹,청소년관람불가,멜로/로맨스|스릴러,오카모토 후토시,나나우미 나나|모치다 아카네,
164,음란한 게이샤의 정사,20125936,일본,(유)조이앤컨텐츠그룹,청소년관람불가,성인물(에로)|드라마,아라키 겐지,니시노 쇼|아라이 미에코,
165,"불륜, 와이프의 여동생",20125934,일본,(유)조이앤컨텐츠그룹,청소년관람불가,멜로/로맨스,타지리 유지,니시노 쇼|혼죠 카즈키,
166,은교,20124066,한국,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,멜로/로맨스,정지우,박해일|김무열|김고은|이후빈|임민경|김재준|정만식,이적요|서지우|한은교|술집친구|등산객|행인|박 사장
167,타이타닉 2,20126142,미국,(유)조이앤컨텐츠그룹,12세이상관람가,액션|어드벤처,쉐인 반 다이크,쉐인 반 다이크|마리 웨스트브룩|브루스 데이비슨|브룩 번즈,
168,너무 밝히는 소녀 알마,20111826,노르웨이,(주)스크린와이즈,청소년관람불가,코미디,야니케 시스타드 야콥슨,헬레네 베르그스홀름|아서 베르닝,알마|테르예
169,레드마리아,20100551,한국,(주)시네마달,15세이상관람가,다큐멘터리,경순,그레이스|리타|제나린|종희|클롯|이치무라,
170,"봄, 눈",20113556,한국,(주)넥스트엔터테인먼트월드(NEW),전체관람가,드라마,김태균,윤석화|임지규|이경영|김하진|심이영|조정원|김두루|김란흔|허정임|이상백|김혜성|유재영|유형균|윤재묵|김영옥,순옥|영재|아버지|미선|미현|순옥주치의사|119구급대원1|사위|119구급대원2|영재 직장동료4|119구급대원3|인턴의사1|영재 직장후배|인턴의사2|할머니
171,아르마딜로,20112482,덴마크,(주)엣나인필름,15세이상관람가,전쟁|다큐멘터리,야누스 메츠 패더슨,매드 미니|다니엘 웰비|라스무스 문케|김 비르커뢰드,
172,아버지는 개다,20119433,한국,이상우 필름,청소년관람불가,드라마,이상우,권범택|이태림|이시호|유애경|한성원|김헌,정육점주인|셋째아들
173,어벤져스,20124721,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가|12세이상관람가,액션|SF,조스 웨던,로버트 다우니 주니어|스칼렛 요한슨|크리스 헴스워스|크리스 에반스|제레미 레너,토니 스타크/ 아이언 맨|나타샤 로마노프/블랙 위도우|토르|스티브 로저/캡틴 아메리카|호크 아이
174,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,20125427,일본,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,애니메이션,마스이 소이치,야지마 아키코|나라하시 미키|후지와라 케이지,노하라 신노스케(짱구)|노하라 미사에(짱구 엄마)|노하라 히로시(짱구 아빠)
175,트로피컬 마닐라,20081510,한국,이상우 필름,청소년관람불가,드라마,이상우,드 베라 제랄드|김수남|이상우,YoungHee's Father
176,파리의 도둑고양이,20125066,프랑스,라인트리엔터테인먼트 ,12세이상관람가,애니메이션,장-루프 펠리시올리|알랭 가뇰,도미니크 블랑,
177,48시간의 일탈,20126143,한국,(주)케이알씨지,청소년관람불가,성인물(에로)|드라마,이숭환,고나혜|김정호,승미|이찬
178,딱따구리와 비,20125912,일본,(주)영화사 조제,전체관람가,드라마|코미디,오키타 슈이치,야쿠쇼 코지|오구리 슌|코라 켄고,
179,로렉스,20113889,미국,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,크리스 리노드|카일 발다,대니 드비토|잭 에프런|에드 헬름스|베티 화이트|롭 리글,로렉스 목소리 |테드 목소리 |윈슬러 목소리| 그래미 노마 목소리|Mr. 오헤어 목소리 
180,몬스터,20126146,미국,(유)조이앤컨텐츠그룹,12세이상관람가,액션|공포(호러)|스릴러,에릭 이스튼버그,사라 리빙|에린 에반스,사라 린치|에린 린치
181,백설공주,20125426,미국,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,판타지|어드벤처,타셈 싱,줄리아 로버츠|릴리 콜린스|아미 해머,왕비|백설공주|왕자
182,아버지를 위한 노래,20098183,이탈리아|프랑스|아일랜드,(주)쇼박스,12세이상관람가,범죄|드라마|스릴러,파올로 소렌티노,숀 펜|프란시스 맥도먼드|주드 허쉬,
183,오즈의 마법사,19398001,미국,(주)씨타마운틴픽쳐스,전체관람가,가족|판타지|어드벤처|뮤지컬,빅터 플레밍,주디 갈란드,
184,잠자는 숲속의 미녀,20112059,프랑스,오드,청소년관람불가,드라마,카트린느 브레이야,줄리아 아르타모노프|칼라 베사이누,
185,장화신은 고양이 디 오리지널,20125915,프랑스,에이원엔터테인먼트,전체관람가,애니메이션|코미디,제롬 데스챔프|파스칼 헤롤드|마차 마케이에프,제롬 데스챔프|욜랭드 모로,
186,저스트 프렌즈,20125886,한국,팝엔터테인먼트,15세이상관람가,멜로/로맨스,안철호,오연서|강은우|이영훈|최재환|박인영|한태윤|정광섭|정승현|홍상욱,박오목|미술학원 원장|이상우|라디오PD1
187,코리아,20124045,한국,씨제이이앤엠(주),12세이상관람가,드라마,문현성,하지원|배두나|한예리|최윤영|박철민|김응수|오정세|이종석|박영서|박정학|허승|홍혜림|박지연|유영기|천우희|주영호|김재화|김원해|이한위|김인우,현정화|리분희|유순복|최연정|이코치|조감독|오두만|최경섭|장대장|북한코치|싱가폴선수1|조미진|북한보위요원3|정화동생|북한보위요원2|덩야령|한국아나운서|한국해설자|일본 해설자
188,블라인드 리벤지,20125810,영국,(주)컴퍼니엘,15세이상관람가,스릴러|드라마,라울 루이즈,대릴 한나|톰 콘티,
189,오피스 걸의 불륜,20126145,일본,(유)조이앤컨텐츠그룹,청소년관람불가,성인물(에로),타지리 유지,니시노 쇼|나츠메 쿄코,
190,과외수업-폭행,20126468,일본,(주)인디플러그,청소년관람불가,성인물(에로),제제 다카히사,마쓰나가 구니히코|나카지마 사요코,
191,더럽혀진마리아,20126467,일본,(주)인디플러그,청소년관람불가,성인물(에로),제제 다카히사,스와 타로|요시노 아키라,
192,사티아그라하,20124363,미국,(주)인스터피씨엠,전체관람가,공연,팰림 맥더모트,스와 타로|요시노 아키라,
