,movie_name,movie_code,director_name,director_code,nation,release_date,day1_date,day1_screen,day1_audience,day14_date,day14_audience
4899, 선배에게 놀아난 섹스,20169033,하야시카와 케이테루,10074076,일본,2016-09-21,2016-09-21,1,1,2016-10-04,0
4900, 아사미 유마의 복상사,20160364,S.세타니,20235286,일본,2016-09-21,2016-09-21,1,1,2016-10-04,0
4901, 아이 엠 어 히어로,20169122,사토 신스케,10034595,일본,2016-09-21,2016-09-21,172,17795,2016-10-04,206938
4902, 여직원의 진공흡입,20160421,오데라 슌고,10050167,일본,2016-09-21,2016-09-21,1,1,2016-10-04,0
4903, 히틀러 좀비 군단 : 벙커 오브 더 데드,20160148,마티아스 올로프,10024617,독일,2016-09-21,2016-09-21,1,1,2016-10-04,0
4904, 나홀로 휴가,20152369,조재현,10066929,한국,2016-09-22,2016-09-22,158,1180,2016-10-05,7988
4905, 뉴 스텝업: 어반댄스,20163184,타미 데이비스,10079169,뉴질랜드,2016-09-22,2016-09-22,165,3775,2016-10-05,24690
4906, 대결,20162022,신동엽,20111176,한국,2016-09-22,2016-09-22,353,5296,2016-10-05,30708
4907, 더 울프팩,20167208,크리스탈 모셀,10077398,미국,2016-09-22,2016-09-22,5,13,2016-10-05,308
4908, 매너선생님,20162721,노진수,10008226,한국,2016-09-22,2016-09-22,20,168,2016-10-05,0
4909, 매릴랜드,20165763,앨리스 위노코,10046238,프랑스,2016-09-22,2016-09-22,5,5,2016-10-05,0
4910, 무림시대: 4대 고수전,20168763,장뢰,10000063,중국,2016-09-22,2016-09-22,5,65,2016-10-05,0
4911, 봉신연의: 영웅의 귀환,20168201,허안,10088390,홍콩,2016-09-22,2016-09-22,146,1618,2016-10-05,6337
4912, 분노의 레이서,20160042,테오 코누랄프,10079911,미국,2016-09-22,2016-09-22,2,2,2016-10-05,0
4913, 아스모덱시아,20149646,마크 카레트,20189677,스페인,2016-09-22,2016-09-22,1,1,2016-10-05,0
4914, 여직원들 : 직장연애사,20169907,명석환,20214446,한국,2016-09-22,2016-09-22,20,134,2016-10-05,0
4915, 연인과 독재자,20166909,로스 아담|로버트 캐넌,20240627|20240626,영국,2016-09-22,2016-09-22,76,573,2016-10-05,6470
4916, 외도(무삭제판),20160710,최우성,20223066,한국,2016-09-22,2016-09-22,1,1,2016-10-05,0
4917, 외박: 친구의 여자,20168782,유승택,20234468,한국,2016-09-22,2016-09-22,20,204,2016-10-05,0
4918, 칠드런 오브 맨,20068730,알폰소 쿠아론,10045281,영국,2016-09-22,2016-09-22,45,1489,2016-10-05,18001
4919, 침대렐라,20160681,최무연,20245189,한국,2016-09-22,2016-09-22,20,168,2016-10-05,0
4920, 태평륜 피안,20168982,오우삼,10050630,중국,2016-09-22,2016-09-22,2,12,2016-10-05,0
4921, 한강블루스,20141591,이무영,10055390,한국,2016-09-22,2016-09-22,18,91,2016-10-05,1785
4922, 스탠드업 가이,20160641,마이크 영,20245030,미국,2016-09-23,2016-09-23,1,60,2016-10-06,0
4923, 어린 형수,20160875,최우성,20223066,한국,2016-09-23,2016-09-23,1,1,2016-10-06,0
4924, 여상사의 남자직원 사냥,20160764,네지메 지로,20238846,일본,2016-09-23,2016-09-23,1,1,2016-10-06,0
4925, 젊은 유부녀들: 1대3 섹스,20160763,네지메 지로,20238846,일본,2016-09-23,2016-09-23,1,1,2016-10-06,0
4926, 젊은 이모들: 여자가 되는 날,20160161,카에데,20223668,일본,2016-09-23,2016-09-23,1,1,2016-10-06,0
4927, 젊은 형수: 참을수 없는 날,20160146,카에데,20223668,일본,2016-09-23,2016-09-23,1,1,2016-10-06,0
4928, 치히로의 섹스 게임,20161041,오쿠 와타루,20172200,일본,2016-09-23,2016-09-23,1,1,2016-10-06,0
4929, 하숙집 미망인: 그룹섹스,20160147,카에데,20223668,일본,2016-09-23,2016-09-23,1,1,2016-10-06,0
4930, 히트맨: 앱솔루션,20160526,베르너 슈만,20244951,독일,2016-09-23,2016-09-23,1,1,2016-10-06,0
4931, 리클레임,20168745,앨런 화이트,10033718,중국,2016-09-26,2016-09-26,5,5,2016-10-09,70
4932, 립반윙클의 신부,20164094,이와이 슌지,10056764,일본,2016-09-28,2016-09-28,63,1186,2016-10-11,17213
4933, 미스 페레그린과 이상한 아이들의 집,20164501,팀 버튼,10081788,미국,2016-09-28,2016-09-28,480,80715,2016-10-11,2122413
4934, 바다 탐험대 옥토넛 시즌4: 늪지탐험선K,20168361,다라 오코넬,10011208,영국,2016-09-28,2016-09-28,87,1250,2016-10-11,54774
4935, 브리짓 존스의 베이비,20168885,샤론 맥과이어,10035081,미국,2016-09-28,2016-09-28,440,41530,2016-10-11,668245
4936, 설리: 허드슨강의 기적,20168891,클린트 이스트우드,10078519,미국,2016-09-28,2016-09-28,537,33583,2016-10-11,562204
4937, 아수라,20153443,김성수,10004596,한국,2016-09-28,2016-09-28,"1,262",475482,2016-10-11,2521485
4938, 야한 체온-백의의천사,20169065,이케지마 유타카,20231928,일본,2016-09-28,2016-09-28,1,1,2016-10-11,0
4939, 음탕한 성욕유부녀,20169035,아라키 타로,10041594,일본,2016-09-28,2016-09-28,1,1,2016-10-11,0
4940, 피터와 드래곤,20160143,데이빗 로워리,20244429,미국,2016-09-28,2016-09-28,143,2443,2016-10-11,89524
4941," 가해자의 딸, 나츠메 유키",20161061,엔 카즈키,10076520,일본,2016-09-29,2016-09-29,1,1,2016-10-12,0
4942, 굿바이 뉴욕,20160662,대런 그로드스키|대니 제이콥스,20245169|10010216,미국,2016-09-29,2016-09-29,0,0,2016-10-12,0
4943, 다가오는 것들,20163314,미아 한센-로브,10024466,프랑스,2016-09-29,2016-09-29,29,770,2016-10-12,14444
4944, 대사건,20081142,두기봉,10013118,홍콩,2016-09-29,2016-09-29,1,1,2016-10-12,0
4945, 돈 맛,20160761,홍수동|백수호,10089612|20235546,한국,2016-09-29,2016-09-29,50,1729,2016-10-12,0
4946, 물숨,20162969,고희영,20193079,한국,2016-09-29,2016-09-29,49,506,2016-10-12,6383
4947, 미드 와이프,20161597,안티 조키넨,20113001,핀란드,2016-09-29,2016-09-29,1,0,2016-10-12,190
4948, 바다의 뚜껑,20163251,토요시마 케이스케,10080761,일본,2016-09-29,2016-09-29,18,122,2016-10-12,1860
4949, 백설공주 : 사라진 아빠를 찾아서,20169764,벤 차오,20244029,중국,2016-09-29,2016-09-29,110,822,2016-10-12,51874
4950, 보디가드: 도시정벌,20168804,유송,20169382,중국,2016-09-29,2016-09-29,5,5,2016-10-12,0
4951, 불청객 - 반가운 손님,20168746,최형렬,20262410,한국,2016-09-29,2016-09-29,5,5,2016-10-12,0
4952, 사쿠라이 아유의 유혹,20161063,카츠라기 히로후미,20240786,일본,2016-09-29,2016-09-29,1,1,2016-10-12,0
4953, 야한이야기,20160871,김철수,20245650,한국,2016-09-29,2016-09-29,20,313,2016-10-12,0
4954, 예전부터 계속 좋아했어 ~고백실행위원회~,20168684,야나기자와 테츠야,20242786,일본,2016-09-29,2016-09-29,68,1124,2016-10-12,13447
4955, 정 검-금의위,20165769,진영가,20239166,중국,2016-09-29,2016-09-29,5,5,2016-10-12,70
4956, 지상에서 영원으로,20168184,타마라 하베이|닉 모리스,20242126|20175041,영국,2016-09-29,2016-09-29,5,32,2016-10-12,298
4957, 할머니의 먼 집,20158359,이소현,20221427,한국,2016-09-29,2016-09-29,16,173,2016-10-12,2543
4958, 불륜의 후예,20160223,이상수,20244510,한국,2016-09-30,2016-09-30,20,183,2016-10-13,0
4959, 어 롱 웨이 다운,20169803,파스칼 쇼메유,20128253,영국,2016-09-30,2016-09-30,1,30,2016-10-13,0
4960, 엄마 친구: 사랑하고 싶은 여자 무삭제판,20161065,카에데,20223668,일본,2016-09-30,2016-09-30,1,1,2016-10-13,0
4961, 여대생들의 남자사냥,20161062,카츠야마 시게오,20228546,일본,2016-09-30,2016-09-30,1,1,2016-10-13,0
4962, AV스타: 과거를 지워주세요,20161064,케이치 후지와라,20241269,일본,2016-09-30,2016-09-30,1,1,2016-10-13,0
4963, 거유마사지-가슴골,20160946,시미즈 다이케이,10040043,일본,2016-10-01,2016-10-01,1,1,2016-10-14,0
4964, 노팬티로 외출하기,20160945,우수바시 수이,10037559,일본,2016-10-01,2016-10-01,1,1,2016-10-14,0
4965, 로베르토 드브뢰,20150158,,,미국,2016-10-01,2016-10-01,6,92,2016-10-14,0
4966, 마야의 신음작렬,20160943,하야시카와 케이테루,10074076,일본,2016-10-01,2016-10-01,1,1,2016-10-14,0
4967, 물오른 미시 간호사,20160944,하야시카와 케이테루,10074076,일본,2016-10-01,2016-10-01,1,1,2016-10-14,0
4968, 백의의 난교클럽,20160962,아라키 타로,10041594,일본,2016-10-01,2016-10-01,1,1,2016-10-14,0
4969, 여배우의 실제정사,20160961,하야시카와 케이테루,10074076,일본,2016-10-01,2016-10-01,1,1,2016-10-14,0
4970, 디시에르토,20168822,조나스 쿠아론,10044285,멕시코,2016-10-05,2016-10-05,119,2274,2016-10-18,13615
4971, 맨 인 더 다크,20167481,페드 알바레즈,20178840,미국,2016-10-05,2016-10-05,473,61267,2016-10-18,925606
4972, 블랙의 50가지 그림자,20161424,마이클 티데스,20246189,미국,2016-10-05,2016-10-05,1,60,2016-10-18,0
4973, 그물,20167867,김기덕,10003696,한국,2016-10-06,2016-10-06,374,6805,2016-10-19,55239
4974, 더블 유부녀 스와핑,20160964,타나카 야스후미,10073756,일본,2016-10-06,2016-10-06,1,1,2016-10-19,0
4975, 랑데부,20167207,앙투와네트 베우머,20115243,네덜란드,2016-10-06,2016-10-06,5,5,2016-10-19,0
4976, 마스: 화성으로 가는 길,20168762,장-크리스토프 조프르,10027321,미국,2016-10-06,2016-10-06,5,65,2016-10-19,0
4977, 벗겨보니 미망인,20160963,하마노 사치,10034473,일본,2016-10-06,2016-10-06,1,1,2016-10-19,0
4978, 에조: 인류 최후의 전쟁,20160762,스벤 크누펠,20245469,독일,2016-10-06,2016-10-06,1,1,2016-10-19,0
4979, 육체의 낙원-몸정,20160947,이케지마 유타카,20231928,일본,2016-10-06,2016-10-06,1,1,2016-10-19,0
4980, 육체잠입-섹스파일,20160948,하마노 사치,10034473,일본,2016-10-06,2016-10-06,1,1,2016-10-19,0
4981, 인필트레이터 : 잠입자들,20160644,브래드 퍼맨,10032080,미국,2016-10-06,2016-10-06,124,1022,2016-10-19,7623
4982, 죽여주는 여자,20161589,이재용,10057210,한국,2016-10-06,2016-10-06,317,9685,2016-10-19,93132
4983, 채리불: 천하제일권,20161365,주극,20246109,중국,2016-10-06,2016-10-06,1,1,2016-10-19,0
4984, 캠투캠: 위험한 게임,20161482,조엘 소이슨,10066633,미국,2016-10-06,2016-10-06,1,54,2016-10-19,0
4985, 아주버님의 친절한 손놀림,20161384,크리센진,20246069,일본,2016-10-07,2016-10-07,1,1,2016-10-20,0
4986, 야쿠자의 여자,20161344,카이하라 쿠리스 료,20115421,일본,2016-10-07,2016-10-07,1,1,2016-10-20,0
4987, 트럭걸 사야,20161367,케이치 후지와라,20241269,일본,2016-10-07,2016-10-07,1,1,2016-10-20,0
4988, 젊은 형부,20160068,박은호,20244289,한국,2016-10-11,2016-10-11,1,10,2016-10-24,0
4989, 굿나잇 마미,20160509,스베린 피알라|베로니카 프란츠,20244912|10030812,오스트리아 ,2016-10-12,2016-10-12,1,60,2016-10-25,0
4990, 내 친구의 엄마,20160142,탁승오,20223306,한국,2016-10-12,2016-10-12,16,125,2016-10-25,0
4991, 빈야드: 레드 와인의 저주,20169943,제임스 캐츠,20244149,칠레,2016-10-12,2016-10-12,1,1,2016-10-25,0
4992, 코드 오브 아너,20162007,마이클 위닉,20176864,미국,2016-10-12,2016-10-12,1,1,2016-10-25,0
4993, 극장판 프리파라 모두 모여라! 프리즘☆투어즈,20160261,히시다 마사카즈,20129369,한국,2016-10-13,2016-10-13,73,1390,2016-10-26,28922
4994, 글래디에이터 - 템플기사단,20088556,피터 플린스,10086102,스웨덴,2016-10-13,2016-10-13,5,5,2016-10-26,60
4995, 내안의 음란한 성욕,20160950,하야시카와 케이테루,10074076,일본,2016-10-13,2016-10-13,1,1,2016-10-26,0
4996, 럭키,20153444,이계벽,10054784,한국,2016-10-13,2016-10-13,889,214065,2016-10-26,4818346
4997, 립반윙클의 신부: 스페셜 에디션,20160645,이와이 슌지,10056764,일본,2016-10-13,2016-10-13,2,79,2016-10-26,1712
4998, 바스티유 데이,20168501,제임스 왓킨스,10064256,미국,2016-10-13,2016-10-13,388,12687,2016-10-26,95676
4999, 비바,20164171,패디 브레스내치,10082442,아일랜드,2016-10-13,2016-10-13,71,263,2016-10-26,3365
5000, 빅 스카이,20169984,호르헤 미첼 그라우,10076257,미국,2016-10-13,2016-10-13,1,1,2016-10-26,0
5001, 색정광-발정커플,20160951,타케호라 테츠야,20175500,일본,2016-10-13,2016-10-13,1,1,2016-10-26,0
5002, 아내를 요부로 만들기,20160981,세키네 카즈미,10036287,일본,2016-10-13,2016-10-13,1,1,2016-10-26,0
5003, 야외노출정사,20160949,타케호라 테츠야,20175500,일본,2016-10-13,2016-10-13,1,1,2016-10-26,0
5004, 어린 형수 - 무삭제판,20160876,최우성,20223066,한국,2016-10-13,2016-10-13,1,1,2016-10-26,0
5005, 어카운턴트,20160203,개빈 오코너,10001020,미국,2016-10-13,2016-10-13,365,9069,2016-10-26,69461
5006, 옹박 2016,20160953,데니스 루엘,10084824,미국,2016-10-13,2016-10-13,1,60,2016-10-26,0
5007, 우리친구 피들스틱스,20159524,바이트 헬머,20072513,독일,2016-10-13,2016-10-13,18,142,2016-10-26,1187
5008, 우주의 크리스마스,20162242,김경형,10003582,한국,2016-10-13,2016-10-13,50,153,2016-10-26,2049
5009, 자백,20163041,최승호,20235206,한국,2016-10-13,2016-10-13,125,7812,2016-10-26,99387
5010, 춘몽,20162541,장률,10060143,한국,2016-10-13,2016-10-13,95,1493,2016-10-26,12842
5011, 코드네임 : 콜드워,20160181,써니 럭|렁록만,20178040|20178041,홍콩,2016-10-13,2016-10-13,56,195,2016-10-26,1554
5012, 토마스와 친구들: 용감한 기관차와 괴물소동,20169028,롭 실베스트리,10040734,영국,2016-10-13,2016-10-13,150,1377,2016-10-26,23448
5013, 젊은 이모들: 여자가 되는 날 무삭제판,20162105,카에데,20223668,일본,2016-10-14,2016-10-14,1,1,2016-10-27,0
5014, 젊은 형수: 참을수 없는 날 무삭제판,20162087,카에데,20223668,일본,2016-10-14,2016-10-14,1,1,2016-10-27,0
5015, 내 동생의 아내,20162093,카에데,20223668,일본,2016-10-17,2016-10-17,1,1,2016-10-30,0
5016, 맛있는 하숙집 여주인,20162089,카에데,20223668,일본,2016-10-17,2016-10-17,1,1,2016-10-30,0
5017, 여자전쟁: 이사 온 남자,20161911,송창수,20030069,한국,2016-10-17,2016-10-17,21,135,2016-10-30,0
5018, 네이키드 청춘,20168563,래리 클락,10014520,프랑스,2016-10-18,2016-10-18,1,2,2016-10-31,0
5019, 귀담백경,20160097,나카무라 요시히로|시라이시 코지|아사토 마리|오하타 하지메|이와사와 히로키|나이토 에이스케,10007160|10039869|10042137|10006866|20244689|20189697,일본,2016-10-19,2016-10-19,171,1258,2016-11-01,8050
5020, 미스터 캣,20169986,배리 소넨필드,10030916,프랑스,2016-10-19,2016-10-19,182,1667,2016-11-01,22847
5021, 바탈리온,20165802,드미트리 메스히예프,10013243,러시아,2016-10-19,2016-10-19,5,64,2016-11-01,0
5022, 비틀스: 에잇 데이즈 어 위크 – 투어링 이어즈,20167082,론 하워드,10018065,영국,2016-10-19,2016-10-19,130,999,2016-11-01,15642
5023, 얼라이스: 연합군특수부대,20160402,도미닉 번스,20244669,영국,2016-10-19,2016-10-19,1,60,2016-11-01,0
5024, 인페르노,20156007,론 하워드,10018065,미국,2016-10-19,2016-10-19,731,60052,2016-11-01,644334
5025, 걷기왕,20151022,백승화,10030331,한국,2016-10-20,2016-10-20,437,9130,2016-11-02,86376
5026, 기억메신저 2033,20167210,프란시스코 라레스고이티,10086366,멕시코,2016-10-20,2016-10-20,5,5,2016-11-02,67
5027, 네온 데몬,20168764,니콜라스 윈딩 레픈,10008711,프랑스,2016-10-20,2016-10-20,24,231,2016-11-02,1697
5028, 니나 포에버,20166364,벤 블레인|크리스 블레인,20239929|20239928,영국,2016-10-20,2016-10-20,25,72,2016-11-02,0
5029, 다이아몬드 하이스트,20162266,로버트 콜타이,20246749,헝가리,2016-10-20,2016-10-20,1,1,2016-11-02,0
5030, 리메인즈,20162267,토마스 델라 벨라,20246769,미국,2016-10-20,2016-10-20,1,1,2016-11-02,0
5031, 마터스,20169686,케빈 고츠|마이클 고츠,10019250|10011315,미국,2016-10-20,2016-10-20,70,582,2016-11-02,0
5032, 실제 절정 - 하녀 메이드,20160983,와타나베 모토츠구,10051405,일본,2016-10-20,2016-10-20,1,1,2016-11-02,0
5033, 아이엠 어 모델,20160866,페드로 델 산토,10082989,스페인,2016-10-20,2016-10-20,5,5,2016-11-02,31
5034, 언틸 포에버,20162523,마이클 린,20246949,미국,2016-10-20,2016-10-20,1,1,2016-11-02,0
5035, 음란마귀-자매유혹,20160982,고토 다이스케,10001798,일본,2016-10-20,2016-10-20,1,1,2016-11-02,0
5036, 인트루더: 낯선 침입자,20161166,트래비스 자리니,20245949,미국,2016-10-20,2016-10-20,1,1,2016-11-02,0
5037, 착한아내,20161021,지길웅,20288761,한국,2016-10-20,2016-10-20,21,139,2016-11-02,0
5038, 천국에 있는 것처럼,20048815,케이 폴락,10075644,스웨덴,2016-10-20,2016-10-20,1,2,2016-11-02,0
5039, 키즈모노가타리 II : 열혈편,20161201,신보 아키유키,20176100,일본,2016-10-20,2016-10-20,61,3284,2016-11-02,14165
5040," 티에나: 10,000년 후",20168769,이리,10079260,중국,2016-10-20,2016-10-20,13,33,2016-11-02,267
5041, 폭력의 법칙: 나쁜 피 두 번째 이야기,20162970,강효진,10000970,한국,2016-10-20,2016-10-20,10,22,2016-11-02,590
5042, 풀: 분노의 광기,20162603,제임스 라이언 개리,20247029,미국,2016-10-20,2016-10-20,1,54,2016-11-02,0
5043, 영업사원: 5시부터 2차영업,20162738,코보,20247719,일본,2016-10-21,2016-10-21,1,1,2016-11-03,0
5044, 파칭코 엔젤: 은밀한 밀회,20161161,아이바 토모아키,20172120,일본,2016-10-21,2016-10-21,1,1,2016-11-03,0
5045, 두처제,20162009,박주영,20246589,한국,2016-10-25,2016-10-25,20,126,2016-11-07,0
5046, 불량선생,20131341,코미나미 토시야,20177703,일본,2016-10-25,2016-10-25,1,1,2016-11-07,0
5047, 이파니의 시크릿 관음클럽,20162852,오상원,10050396,한국,2016-10-25,2016-10-25,20,183,2016-11-07,0
5048, 닥터 스트레인지,20163181,스콧 데릭슨,10038217,미국,2016-10-26,2016-10-26,"1,503",435068,2016-11-08,4134668
5049," 무현, 두 도시 이야기",20162545,전인환,20153728,한국,2016-10-26,2016-10-26,31,1378,2016-11-08,84289
5050, 위풍당당 질리 홉킨스,20168842,스티븐 헤렉,10039606,미국,2016-10-26,2016-10-26,29,356,2016-11-08,1997
5051, 캡처링 대디,20136737,나카노 료타,20242246,일본,2016-10-26,2016-10-26,1,1,2016-11-08,0
5052, 쿠보와 전설의 악기,20160781,트래비스 나이트,20245489,미국,2016-10-26,2016-10-26,75,906,2016-11-08,26477
5053, 혼숨,20150564,이두환,20246149,한국,2016-10-26,2016-10-26,421,32837,2016-11-08,282054
5054, 게임과 정사,20161142,오부치 아키라,20126237,일본,2016-10-27,2016-10-27,1,1,2016-11-09,0
5055, 까시,20163702,이영민,20218657,한국,2016-10-27,2016-10-27,5,5,2016-11-09,0
5056, 다크 투어리스트,20162169,수리 크리쉬나마,10037515,미국,2016-10-27,2016-10-27,1,1,2016-11-09,0
5057, 라우더 댄 밤즈,20161502,요아킴 트리에,10051807,노르웨이,2016-10-27,2016-10-27,55,717,2016-11-09,8733
5058, 벨빌의 세 쌍둥이,20038886,실뱅 쇼메,10040730,프랑스,2016-10-27,2016-10-27,12,96,2016-11-09,1418
5059, 성노예 여의사,20160952,토모마츠 나오유키,20166003,일본,2016-10-27,2016-10-27,1,1,2016-11-09,0
5060, 안드론: 블랙 라비린스,20162887,프란체스코 친퀘마니,10084347,이탈리아,2016-10-27,2016-10-27,5,5,2016-11-09,0
5061, 여경비원의 야한순찰,20160984,쿠니자와 미노루,20178640,일본,2016-10-27,2016-10-27,1,1,2016-11-09,0
5062, 영춘백학권,20160865,양가인,10046848,중국,2016-10-27,2016-10-27,5,5,2016-11-09,70
5063, 와와의 학교 가는 날,20138783,펑천,10082909,중국,2016-10-27,2016-10-27,48,828,2016-11-09,9257
5064, 와일드라이크,20163270,프랭크 홀 그린,10025265,미국,2016-10-27,2016-10-27,1,1,2016-11-09,0
5065, 워리 돌스,20162732,패드레이그 레이놀즈,20177440,미국,2016-10-27,2016-10-27,1,1,2016-11-09,0
5066, 착한 형수,20160941,기대호,20208746,한국,2016-10-27,2016-10-27,20,134,2016-11-09,0
5067, 카르미나 그리고 아멘,20162544,파코 레온,20244549,스페인,2016-10-27,2016-10-27,1,1,2016-11-09,0
5068, 플라워 쇼,20155750,비비안 드 쿠시,20216807,아일랜드,2016-10-27,2016-10-27,12,144,2016-11-09,1415
5069, 휴먼 레이스,20162706,폴 허프,20247489,미국,2016-10-27,2016-10-27,1,1,2016-11-09,0
5070, 흔들리는 물결,20155385,김진도,20162812,한국,2016-10-27,2016-10-27,12,120,2016-11-09,1472
5071, 메피스토펠레,20161746,,,독일,2016-10-30,2016-10-30,8,79,2016-11-12,0
5072, 노출 쾌락 거유녀-전편,20163382,우수바시 수이,10037559,일본,2016-11-01,2016-11-01,1,1,2016-11-14,0
5073, 능욕 보험 영업의 비밀,20163360,우수바시 수이,10037559,일본,2016-11-01,2016-11-01,1,1,2016-11-14,0
5074, 실종: 사라진아내,20163174,노병하,20214386,한국,2016-11-01,2016-11-01,20,185,2016-11-14,0
5075, 음란한 그녀의 하반신,20163383,테이 쟈가,10079935,일본,2016-11-01,2016-11-01,1,1,2016-11-14,0
5076, 전라의 아내를 찍은 상사,20163359,우수바시 수이,10037559,일본,2016-11-01,2016-11-01,1,1,2016-11-14,0
5077, 젊은 화가의 오디션,20163326,우수바시 수이,10037559,일본,2016-11-01,2016-11-01,1,1,2016-11-14,0
5078, 터질듯한 거유 신혼녀,20163325,우수바시 수이,10037559,일본,2016-11-01,2016-11-01,1,1,2016-11-14,0
5079, 선생님의 일기,20160862,니티왓 다라톤,10039018,태국,2016-11-02,2016-11-02,146,6861,2016-11-15,70061
5080, 프로모션 걸의 사생활,20162766,채결령,10071307,홍콩,2016-11-02,2016-11-02,1,60,2016-11-15,0
5081, 갈리폴리: 최악의 상륙작전,20162670,예심 세즈긴,10058685,터키,2016-11-03,2016-11-03,5,6,2016-11-16,0
5082, 관능 소설가의 노예 아내,20163966,긴다이치 코고로,20238348,일본,2016-11-03,2016-11-03,1,1,2016-11-16,0
5083, 극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,20161796,나카자와 쇼지로,10007225,일본,2016-11-03,2016-11-03,219,2196,2016-11-16,61532
5084, 두 번째 스물,20155301,박흥식,20110995,한국,2016-11-03,2016-11-03,171,1514,2016-11-16,10605
5085, 들이대는 대학선배-이제그만,20163327,우수바시 수이,10037559,일본,2016-11-03,2016-11-03,1,1,2016-11-16,0
5086, 램스,20163258,그리무르 하코나르슨,10003009,아이슬란드,2016-11-03,2016-11-03,19,205,2016-11-16,3048
5087, 로스트 인 더스트,20161527,데이빗 맥킨지,10011784,미국,2016-11-03,2016-11-03,337,8741,2016-11-16,77688
5088, 무한대를 본 남자,20161165,맷 브라운,20245929,영국,2016-11-03,2016-11-03,296,4633,2016-11-16,32774
5089, 불륜의 육체봉사,20163329,테이 쟈가,10079935,일본,2016-11-03,2016-11-03,1,1,2016-11-16,0
5090, 새엄마,20161569,김무원,20246289,한국,2016-11-03,2016-11-03,20,125,2016-11-16,0
5091, 섹녀: 친구의 여친,20163964,카츠라기 히로후미,20240786,일본,2016-11-03,2016-11-03,1,1,2016-11-16,0
5092, 시간의 종말,20167821,김대현,20167301,한국,2016-11-03,2016-11-03,33,435,2016-11-16,3388
5093, 아프리칸 닥터,20161805,줄리앙 람발디,20246529,프랑스,2016-11-03,2016-11-03,12,183,2016-11-16,1290
5094, 어떻게 헤어질까,20166128,조성규,10065915,한국,2016-11-03,2016-11-03,9,29,2016-11-16,1020
5095, 유부녀와 불기둥,20163328,테이 쟈가,10079935,일본,2016-11-03,2016-11-03,1,1,2016-11-16,0
5096, 이쁜 아내를 탐하는자,20163384,테이 쟈가,10079935,일본,2016-11-03,2016-11-03,1,1,2016-11-16,0
5097, 인어공주 : 새로운 모험의 시작,20162609,아담 추,20247051,중국,2016-11-03,2016-11-03,132,1060,2016-11-16,30234
5098, 컬러 오브 라이프,20163320,새미 파벨,20249631,기타,2016-11-03,2016-11-03,1,1,2016-11-16,0
5099, 특별한 맛 - 미시女(녀),20163943,긴다이치 코고로,20238348,일본,2016-11-03,2016-11-03,1,1,2016-11-16,0
5100, 쌍둥이 에로 킬러 - 자매의 유혹,20163523,이한,20250211,한국,2016-11-04,2016-11-04,20,114,2016-11-17,0
5101, 아이스 넥스트 투모로우,20163722,에밀 에드윈 스미스,20238306,미국,2016-11-04,2016-11-04,1,2,2016-11-17,0
5102, 맛 2016: 삼시색기,20164268,최우성,20223066,한국,2016-11-05,2016-11-05,1,1,2016-11-18,0
5103, 엘렉트라,20150159,,,미국,2016-11-05,2016-11-05,6,96,2016-11-18,0
5104, 섹스 전문 레이코의 하루,20163984,야마우치 다이스케,10046573,일본,2016-11-07,2016-11-07,1,30,2016-11-20,0
5105, 카쿠야의 음란한 동거: 그녀의 정사,20163985,타카하타 쿠아나,10090925,일본,2016-11-07,2016-11-07,1,30,2016-11-20,0
5106, 금지된 섹스 몽정사,20163878,김민욱,20221267,한국,2016-11-09,2016-11-09,20,142,2016-11-22,0
5107, 다크사이드 위치스: 저주의 눈빛,20168483,제라드 디펜달,20242350,이탈리아,2016-11-09,2016-11-09,1,30,2016-11-22,0
5108, 데빌 데쓰,20168486,마크-안드레 샘손,20242357,미국,2016-11-09,2016-11-09,1,30,2016-11-22,0
5109, 세상에서 고양이가 사라진다면,20162147,나가이 아키라,20246709,일본,2016-11-09,2016-11-09,143,6373,2016-11-22,67760
5110, 스플릿,20163521,최국희,10072117,한국,2016-11-09,2016-11-09,563,33686,2016-11-22,703821
5111, 아더왕의 전설,20163107,정성복,20110332,한국,2016-11-09,2016-11-09,5,79,2016-11-22,956
5112, 위자: 저주의 시작,20161843,마이크 플래너건,10022775,미국,2016-11-09,2016-11-09,353,24843,2016-11-22,322310
5113, 감바의 대모험,20162504,카와무라 토모히로|코모리 요시히로,10034278|10003335,일본,2016-11-10,2016-11-10,203,3503,2016-11-23,94528
5114, 그놈의 강제정사,20163332,우수바시 수이,10037559,일본,2016-11-10,2016-11-10,1,1,2016-11-23,0
5115," 금붕어, 여자",20167566,이시이 가쿠류,10056374,일본,2016-11-10,2016-11-10,1,54,2016-11-23,0
5116, 내 이웃의 아내: 부부교환,20164225,타무라 타카유키,10079165,일본,2016-11-10,2016-11-10,1,1,2016-11-23,0
5117, 당신자신과 당신의 것,20169730,홍상수,10089497,한국,2016-11-10,2016-11-10,151,2055,2016-11-23,15504
5118, 더 디바이스,20163944,제레미 버그,10063001,미국,2016-11-10,2016-11-10,1,60,2016-11-23,0
5119, 모즈,20160805,하스미 에이이치로,10086985,일본,2016-11-10,2016-11-10,5,5,2016-11-23,0
5120, 바후발리 : 더 비기닝,20163155,S.S. 라자몰리,20231726,인도,2016-11-10,2016-11-10,29,154,2016-11-23,3068
